age,fnlwgt,education,educational-num,marital-status,relationship,race,gender,capital-gain,capital-loss,hours-per-week,income
47,123207,HS-grad,9,Married-civ-spouse,Wife,White,Female,0,0,20,1
22,287681,11th,7,Never-married,Other-relative,White,Male,0,0,40,0
29,210498,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
20,217421,HS-grad,9,Married-civ-spouse,Other-relative,White,Female,0,0,40,0
41,47902,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,45,1
75,192813,Masters,14,Widowed,Not-in-family,White,Male,0,0,45,0
46,97883,Some-college,10,Divorced,Not-in-family,White,Female,0,0,40,0
43,498079,Bachelors,13,Divorced,Unmarried,White,Female,0,0,40,0
42,217597,HS-grad,9,Divorced,Own-child,White,Male,0,0,50,0
35,141276,HS-grad,9,Never-married,Unmarried,Black,Female,0,0,40,0
32,399088,Bachelors,13,Divorced,Not-in-family,White,Female,0,1340,45,0
26,283715,HS-grad,9,Never-married,Own-child,White,Male,0,0,40,0
54,392502,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,1
52,165681,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,1
43,50197,10th,6,Separated,Not-in-family,Black,Female,0,0,40,0
34,219619,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,40,0
59,76860,5th-6th,3,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,99999,0,40,1
34,214288,HS-grad,9,Married-civ-spouse,Husband,White,Male,3411,0,80,0
42,282069,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
48,246392,Assoc-acdm,12,Separated,Not-in-family,Black,Female,0,0,40,0
41,469454,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,0
26,339952,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,60,0
36,232874,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,0
30,189265,Assoc-acdm,12,Divorced,Not-in-family,White,Female,0,0,40,0
54,185846,Masters,14,Married-civ-spouse,Husband,White,Male,0,1977,40,1
76,152802,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,8,0
23,138938,HS-grad,9,Married-civ-spouse,Own-child,White,Female,0,0,3,0
52,137428,HS-grad,9,Divorced,Not-in-family,White,Male,0,0,45,0
55,168790,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,44,0
50,270194,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,60,0
26,106406,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,0
44,442035,Some-college,10,Divorced,Not-in-family,White,Female,0,0,40,0
29,443858,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
23,218343,Assoc-acdm,12,Never-married,Own-child,White,Female,0,0,40,0
52,284129,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,1
49,187308,Some-college,10,Married-civ-spouse,Other-relative,White,Male,0,0,35,0
58,121111,HS-grad,9,Married-civ-spouse,Wife,White,Female,0,0,40,0
48,85384,Bachelors,13,Married-civ-spouse,Husband,White,Male,7688,0,40,1
57,124137,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,0
34,264651,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,1
37,127772,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,40,0
37,176949,7th-8th,4,Married-civ-spouse,Husband,White,Male,0,0,50,0
33,156464,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,50,1
61,124648,10th,6,Divorced,Not-in-family,White,Female,0,0,40,0
41,182108,Masters,14,Never-married,Not-in-family,White,Female,27828,0,35,1
31,196227,HS-grad,9,Separated,Not-in-family,White,Female,0,0,40,0
28,38079,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,55,0
46,117313,9th,5,Separated,Not-in-family,White,Female,0,0,40,0
31,168981,HS-grad,9,Married-civ-spouse,Own-child,White,Female,0,0,38,0
38,213260,HS-grad,9,Separated,Not-in-family,Black,Male,0,0,40,0
18,158826,12th,8,Never-married,Own-child,Black,Female,0,0,15,0
36,219745,HS-grad,9,Separated,Not-in-family,White,Male,0,0,40,0
58,29928,Some-college,10,Married-civ-spouse,Wife,White,Female,0,0,36,0
42,557644,HS-grad,9,Never-married,Unmarried,White,Female,0,0,40,0
20,177287,HS-grad,9,Never-married,Not-in-family,White,Female,0,0,38,0
44,182402,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,1
24,196816,Some-college,10,Never-married,Not-in-family,White,Male,0,0,50,0
36,101192,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,1
25,190107,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,35,0
33,188661,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,0
23,306868,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,40,0
61,243493,HS-grad,9,Married-civ-spouse,Husband,Black,Male,0,0,12,0
29,341846,Masters,14,Never-married,Not-in-family,White,Female,0,0,50,0
54,197481,Some-college,10,Divorced,Unmarried,White,Female,0,0,40,0
62,115023,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,0
42,118947,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,1
27,288229,Bachelors,13,Never-married,Own-child,Asian-Pac-Islander,Female,0,0,50,0
19,25429,Some-college,10,Never-married,Not-in-family,White,Female,0,0,25,0
22,315524,Some-college,10,Never-married,Own-child,Black,Male,0,0,30,0
52,201062,11th,7,Separated,Not-in-family,Black,Female,0,0,18,0
33,460408,HS-grad,9,Never-married,Not-in-family,White,Male,3325,0,50,0
25,371987,HS-grad,9,Divorced,Not-in-family,White,Female,0,0,40,0
69,183791,HS-grad,9,Divorced,Not-in-family,White,Female,0,0,25,0
56,279340,11th,7,Separated,Not-in-family,Black,Female,0,0,40,0
59,104455,Some-college,10,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,0
23,433669,Assoc-acdm,12,Never-married,Not-in-family,White,Male,0,0,40,0
46,424934,10th,6,Widowed,Not-in-family,White,Female,0,0,40,0
21,155697,9th,5,Never-married,Own-child,White,Male,0,0,42,0
55,181242,HS-grad,9,Divorced,Not-in-family,White,Male,0,0,20,0
18,256005,HS-grad,9,Never-married,Own-child,White,Male,0,0,40,0
28,130856,10th,6,Married-civ-spouse,Husband,White,Male,0,0,36,0
25,102460,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,0
32,19447,HS-grad,9,Married-civ-spouse,Wife,White,Female,0,0,40,0
45,39464,HS-grad,9,Divorced,Unmarried,White,Female,0,0,40,0
55,189719,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,45,1
70,35494,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,30,0
33,202366,HS-grad,9,Divorced,Unmarried,White,Female,0,0,32,0
62,135480,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,16,0
20,60639,Some-college,10,Never-married,Own-child,White,Female,0,0,28,0
56,381965,Bachelors,13,Married-civ-spouse,Husband,White,Male,15024,0,40,1
47,178319,Prof-school,15,Married-civ-spouse,Husband,White,Male,0,1902,42,1
61,321117,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
19,286435,Some-college,10,Never-married,Own-child,White,Male,594,0,40,0
24,308205,7th-8th,4,Never-married,Other-relative,White,Male,0,0,40,0
24,234663,Bachelors,13,Never-married,Own-child,White,Male,0,0,40,0
20,105479,Some-college,10,Never-married,Not-in-family,White,Female,0,0,25,0
35,190895,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,60,0
62,106069,7th-8th,4,Married-civ-spouse,Husband,White,Male,0,0,40,0
44,242619,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,0
36,94954,HS-grad,9,Divorced,Not-in-family,White,Female,0,0,40,0
51,123780,HS-grad,9,Divorced,Unmarried,White,Female,0,0,40,0
41,132125,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
48,27802,Masters,14,Separated,Not-in-family,White,Male,0,1876,50,0
60,389254,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
30,229716,Some-college,10,Separated,Unmarried,Black,Female,0,0,40,0
55,157932,HS-grad,9,Divorced,Not-in-family,White,Male,0,0,40,0
37,45937,Bachelors,13,Married-civ-spouse,Wife,White,Female,0,0,48,1
36,179488,Some-college,10,Divorced,Unmarried,White,Male,0,0,40,0
68,212932,10th,6,Married-civ-spouse,Husband,Black,Male,0,0,20,0
34,353213,Assoc-acdm,12,Separated,Not-in-family,White,Male,0,0,60,0
50,121441,11th,7,Never-married,Other-relative,White,Male,0,2444,40,1
39,164712,Some-college,10,Never-married,Unmarried,White,Male,0,0,40,0
59,159008,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,7298,0,20,1
43,144811,Prof-school,15,Divorced,Not-in-family,White,Male,0,0,50,0
47,97176,HS-grad,9,Divorced,Unmarried,White,Female,0,0,40,0
41,203217,7th-8th,4,Separated,Not-in-family,White,Male,0,0,40,0
22,257017,Assoc-voc,11,Never-married,Other-relative,Black,Male,0,0,52,0
19,231972,11th,7,Never-married,Own-child,White,Female,0,0,20,0
54,337992,Bachelors,13,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,50,1
21,312956,HS-grad,9,Never-married,Own-child,Black,Male,0,0,40,0
23,177526,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,40,0
17,120068,11th,7,Never-married,Own-child,White,Male,0,0,17,0
52,173839,10th,6,Married-civ-spouse,Husband,White,Male,0,0,60,0
50,144968,HS-grad,9,Never-married,Own-child,White,Male,0,0,15,0
40,197609,Some-college,10,Never-married,Not-in-family,White,Female,0,1340,40,0
17,52486,11th,7,Never-married,Own-child,White,Female,0,0,12,0
35,187625,Some-college,10,Married-civ-spouse,Wife,White,Female,0,0,40,1
37,205852,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,45,0
30,146161,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,1887,50,1
39,248445,5th-6th,3,Married-civ-spouse,Husband,White,Male,0,0,40,0
47,155489,HS-grad,9,Married-civ-spouse,Husband,White,Male,7688,0,55,1
54,93415,Bachelors,13,Never-married,Unmarried,Asian-Pac-Islander,Female,0,0,40,1
32,181665,HS-grad,9,Never-married,Other-relative,White,Female,0,0,50,0
22,264710,Bachelors,13,Never-married,Own-child,White,Female,0,0,40,0
43,401623,Some-college,10,Married-civ-spouse,Husband,Black,Male,0,0,40,1
19,240468,Some-college,10,Married-spouse-absent,Own-child,White,Female,0,1602,40,0
32,96480,Some-college,10,Never-married,Not-in-family,White,Female,0,0,40,0
52,177995,1st-4th,2,Married-civ-spouse,Husband,White,Male,0,0,56,1
46,110794,Some-college,10,Never-married,Not-in-family,White,Female,0,0,40,0
40,67852,HS-grad,9,Divorced,Not-in-family,White,Male,0,0,35,0
30,199539,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,1902,40,0
26,138597,HS-grad,9,Never-married,Unmarried,Black,Female,0,0,25,0
74,101590,Prof-school,15,Widowed,Not-in-family,Black,Female,0,0,20,0
18,242893,11th,7,Never-married,Own-child,White,Male,0,0,35,0
30,183000,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,45,0
25,222254,HS-grad,9,Never-married,Not-in-family,Black,Female,0,0,40,0
24,292816,Assoc-voc,11,Never-married,Own-child,White,Female,0,0,40,0
46,330901,Some-college,10,Married-civ-spouse,Husband,Black,Male,0,0,40,0
38,172927,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,0
32,344696,Some-college,10,Never-married,Unmarried,White,Female,0,0,40,0
23,122797,HS-grad,9,Never-married,Own-child,White,Male,0,0,40,0
50,145714,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,60,1
24,312017,Some-college,10,Never-married,Own-child,White,Male,0,0,40,0
55,392325,Bachelors,13,Married-civ-spouse,Husband,White,Male,99999,0,60,1
64,47298,Doctorate,16,Married-civ-spouse,Husband,White,Male,0,0,45,1
28,188711,Bachelors,13,Never-married,Unmarried,White,Male,0,0,20,0
27,170301,Masters,14,Never-married,Not-in-family,White,Female,0,0,45,0
42,207392,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,12,0
19,165289,Some-college,10,Never-married,Own-child,White,Female,0,0,40,0
19,267796,Some-college,10,Never-married,Own-child,White,Male,0,0,30,0
59,96840,HS-grad,9,Divorced,Unmarried,White,Female,0,0,40,0
21,33831,HS-grad,9,Never-married,Unmarried,White,Female,0,0,40,0
26,305304,11th,7,Married-civ-spouse,Husband,White,Male,0,0,40,0
53,202420,7th-8th,4,Married-civ-spouse,Husband,Black,Male,0,0,40,0
68,236943,9th,5,Divorced,Not-in-family,Black,Male,0,0,20,0
49,459556,Assoc-voc,11,Married-civ-spouse,Husband,Black,Male,0,0,50,0
43,281422,Assoc-acdm,12,Never-married,Not-in-family,Black,Female,0,0,45,0
43,393354,Some-college,10,Married-civ-spouse,Wife,Black,Female,0,0,38,1
19,167428,HS-grad,9,Never-married,Own-child,White,Male,0,0,30,0
19,127491,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,40,0
62,203525,7th-8th,4,Married-civ-spouse,Husband,White,Male,2829,0,40,0
38,278557,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,50,1
27,267325,HS-grad,9,Married-civ-spouse,Wife,White,Female,3464,0,40,0
37,30269,Bachelors,13,Never-married,Not-in-family,White,Female,2174,0,50,0
25,350977,HS-grad,9,Never-married,Own-child,White,Female,0,0,40,0
47,33300,Assoc-acdm,12,Never-married,Other-relative,White,Male,10520,0,45,1
52,416129,Preschool,1,Married-civ-spouse,Not-in-family,White,Male,0,0,40,0
28,336951,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,0,0,40,1
24,34918,Assoc-voc,11,Never-married,Unmarried,White,Female,0,0,38,0
34,181388,HS-grad,9,Divorced,Not-in-family,White,Female,0,0,40,0
34,191834,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,0,0,48,0
39,191524,HS-grad,9,Divorced,Unmarried,White,Female,0,0,40,0
54,108435,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,50,1
49,43479,Doctorate,16,Divorced,Unmarried,White,Male,0,0,63,1
24,44493,Assoc-voc,11,Married-civ-spouse,Wife,White,Female,0,0,40,0
42,219288,7th-8th,4,Widowed,Unmarried,White,Male,0,0,40,0
26,284343,Assoc-acdm,12,Never-married,Not-in-family,White,Male,0,0,40,0
24,229773,HS-grad,9,Never-married,Own-child,White,Male,0,0,40,0
29,136277,HS-grad,9,Never-married,Not-in-family,Black,Female,0,0,16,0
33,79440,Masters,14,Never-married,Not-in-family,Asian-Pac-Islander,Male,0,0,30,0
30,186932,Doctorate,16,Married-civ-spouse,Husband,White,Male,5178,0,75,1
36,114366,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,0,0,50,0
23,202989,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,40,0
57,151474,HS-grad,9,Divorced,Other-relative,White,Female,0,0,40,0
33,184784,10th,6,Divorced,Not-in-family,White,Female,0,0,40,0
19,174732,Some-college,10,Never-married,Own-child,Black,Male,0,0,25,0
26,208122,Bachelors,13,Never-married,Own-child,White,Male,1055,0,40,0
76,93125,HS-grad,9,Married-civ-spouse,Husband,White,Male,1424,0,24,0
40,261497,HS-grad,9,Married-civ-spouse,Husband,Black,Male,0,0,35,0
49,116927,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,60,0
48,377140,5th-6th,3,Never-married,Unmarried,White,Female,0,0,35,0
27,176727,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,40,0
45,328051,Masters,14,Never-married,Not-in-family,White,Female,0,0,60,0
48,118158,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,0,0,44,0
25,182866,HS-grad,9,Never-married,Own-child,White,Male,0,0,40,0
50,194397,Bachelors,13,Divorced,Not-in-family,White,Female,0,0,40,0
77,142646,7th-8th,4,Widowed,Unmarried,White,Female,0,0,23,0
32,209184,Bachelors,13,Married-civ-spouse,Husband,Other,Male,0,0,40,0
42,200187,Assoc-voc,11,Divorced,Unmarried,White,Female,0,0,32,0
25,109419,Some-college,10,Never-married,Not-in-family,White,Female,8614,0,45,1
65,143570,Some-college,10,Never-married,Not-in-family,Black,Female,0,0,40,0
49,323798,Some-college,10,Divorced,Not-in-family,White,Male,3325,0,50,0
47,228583,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,0
38,245090,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
48,82008,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,0
20,41721,Some-college,10,Never-married,Not-in-family,White,Male,0,0,40,0
21,177144,Some-college,10,Never-married,Own-child,Asian-Pac-Islander,Male,0,0,22,0
50,237868,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,1887,55,1
57,376230,Masters,14,Married-civ-spouse,Husband,White,Male,99999,0,40,1
25,238605,HS-grad,9,Never-married,Own-child,White,Female,0,0,25,0
18,270544,12th,8,Never-married,Own-child,White,Female,0,0,30,0
25,193051,HS-grad,9,Never-married,Own-child,White,Male,0,0,25,0
54,200783,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,0
31,162572,HS-grad,9,Never-married,Own-child,White,Male,0,0,16,0
35,200153,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,45,1
48,29433,Some-college,10,Divorced,Unmarried,White,Female,0,0,55,0
41,322980,HS-grad,9,Separated,Not-in-family,Black,Male,2354,0,40,0
36,138940,Bachelors,13,Married-civ-spouse,Husband,White,Male,4386,0,50,1
45,302677,Some-college,10,Never-married,Not-in-family,White,Female,0,1340,50,0
57,167483,Assoc-voc,11,Divorced,Unmarried,White,Female,0,0,50,0
37,215310,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,1
26,340787,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
53,176557,Masters,14,Divorced,Unmarried,White,Female,0,0,50,0
33,317660,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,1
21,105577,Some-college,10,Never-married,Own-child,White,Female,0,0,30,0
25,264136,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,60,0
67,65475,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,1
17,369909,10th,6,Never-married,Own-child,White,Male,0,0,20,0
35,210945,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,0
23,133061,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,80,0
22,374313,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,1
52,295826,Masters,14,Divorced,Unmarried,White,Female,0,1876,50,0
34,126584,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,45,0
27,416946,HS-grad,9,Married-civ-spouse,Husband,Black,Male,0,0,40,0
28,180928,Some-college,10,Married-civ-spouse,Husband,White,Male,5013,0,55,0
45,377622,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,0
25,167031,10th,6,Never-married,Not-in-family,White,Female,0,0,40,0
56,51916,HS-grad,9,Divorced,Not-in-family,White,Male,0,0,50,1
24,236696,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,40,0
48,213140,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,0,0,60,1
42,303725,HS-grad,9,Never-married,Unmarried,Black,Female,0,0,40,0
35,236910,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,60,0
35,98389,Some-college,10,Never-married,Unmarried,White,Male,0,0,10,0
22,99199,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,48,0
53,36186,Bachelors,13,Married-civ-spouse,Husband,White,Male,7298,0,40,1
34,167558,7th-8th,4,Married-civ-spouse,Wife,White,Female,0,0,40,0
19,227310,Some-college,10,Never-married,Own-child,White,Female,0,0,25,0
23,190290,Bachelors,13,Never-married,Own-child,White,Male,0,0,40,0
38,51240,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,45,0
47,214800,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,0,0,40,0
47,114459,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,1
29,148550,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
42,193537,7th-8th,4,Married-spouse-absent,Not-in-family,White,Female,0,0,35,0
30,446894,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,30,0
39,137522,HS-grad,9,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,1
40,141583,10th,6,Never-married,Unmarried,Black,Female,0,0,40,0
37,167396,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
55,308373,Some-college,10,Married-civ-spouse,Wife,White,Female,0,0,40,1
34,260560,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,50,0
27,307724,Some-college,10,Never-married,Not-in-family,White,Female,0,0,40,0
28,150025,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
40,356934,Assoc-acdm,12,Divorced,Not-in-family,White,Male,0,0,40,1
62,113443,Masters,14,Divorced,Not-in-family,White,Female,10520,0,33,1
32,118457,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,55,0
32,80557,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,70,0
49,168211,Some-college,10,Married-civ-spouse,Husband,White,Male,0,1485,40,1
37,35429,HS-grad,9,Never-married,Unmarried,White,Male,1506,0,40,0
52,260938,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,40,0
41,185057,HS-grad,9,Divorced,Unmarried,White,Female,0,0,40,0
70,127463,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
57,191983,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,50,0
21,296158,10th,6,Married-civ-spouse,Husband,White,Male,0,0,25,0
29,154411,Assoc-voc,11,Never-married,Own-child,White,Male,0,0,40,0
56,251836,5th-6th,3,Married-civ-spouse,Husband,White,Male,0,0,40,0
39,182189,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,1887,65,1
36,63509,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,0,0,48,1
52,306108,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
44,184527,Bachelors,13,Divorced,Unmarried,White,Female,4934,0,45,1
24,220944,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,60,0
51,160703,12th,8,Married-civ-spouse,Husband,White,Male,0,0,45,0
33,234976,Bachelors,13,Married-civ-spouse,Wife,White,Female,0,0,40,1
31,99844,HS-grad,9,Never-married,Not-in-family,Amer-Indian-Eskimo,Male,0,0,45,0
22,203182,Bachelors,13,Never-married,Other-relative,White,Female,0,0,20,0
54,182388,HS-grad,9,Married-civ-spouse,Wife,White,Female,0,0,35,0
35,214891,HS-grad,9,Married-civ-spouse,Husband,Other,Male,0,0,40,0
29,29261,Assoc-voc,11,Never-married,Not-in-family,White,Male,0,0,50,0
36,123151,11th,7,Married-civ-spouse,Husband,White,Male,0,0,60,0
62,162825,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,1
32,185410,HS-grad,9,Never-married,Not-in-family,White,Female,0,0,40,0
48,216414,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,1977,70,1
33,513977,Some-college,10,Married-civ-spouse,Husband,Black,Male,0,0,40,0
27,47907,Bachelors,13,Never-married,Not-in-family,White,Female,0,0,40,0
29,203697,Bachelors,13,Married-civ-spouse,Own-child,White,Male,0,0,75,0
43,81243,Bachelors,13,Divorced,Not-in-family,White,Male,0,1876,40,0
24,32921,Some-college,10,Never-married,Own-child,White,Male,0,0,50,0
30,261023,Some-college,10,Divorced,Unmarried,White,Male,0,0,50,0
53,167914,Assoc-acdm,12,Never-married,Not-in-family,White,Male,0,1876,50,0
65,183544,9th,5,Widowed,Not-in-family,White,Female,0,0,38,0
27,193807,HS-grad,9,Never-married,Not-in-family,White,Male,0,1741,40,0
69,172354,Assoc-voc,11,Widowed,Not-in-family,White,Female,1848,0,50,0
28,114158,Bachelors,13,Married-civ-spouse,Wife,White,Female,0,1977,24,1
37,161226,HS-grad,9,Married-civ-spouse,Wife,White,Female,0,0,30,1
35,20469,Some-college,10,Divorced,Unmarried,Asian-Pac-Islander,Female,0,0,40,0
22,65225,10th,6,Never-married,Own-child,White,Female,0,0,40,0
25,262656,Assoc-acdm,12,Never-married,Own-child,White,Female,0,0,40,0
37,187311,Some-college,10,Never-married,Not-in-family,White,Female,0,0,60,0
24,59146,Bachelors,13,Married-civ-spouse,Wife,White,Female,0,0,40,0
66,269665,HS-grad,9,Widowed,Not-in-family,White,Female,0,0,25,0
19,151806,Some-college,10,Never-married,Not-in-family,White,Female,0,0,40,0
53,202720,9th,5,Married-spouse-absent,Unmarried,Black,Male,0,0,75,0
57,250201,11th,7,Married-civ-spouse,Husband,White,Male,0,0,52,0
59,261816,Some-college,10,Divorced,Not-in-family,White,Female,0,0,52,0
39,126675,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,25,0
47,250745,HS-grad,9,Divorced,Own-child,White,Female,0,0,32,0
48,283037,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,0
23,193586,Some-college,10,Separated,Other-relative,White,Female,0,0,40,0
18,387641,Some-college,10,Never-married,Own-child,White,Male,0,0,40,0
38,195686,HS-grad,9,Separated,Unmarried,White,Male,0,0,25,0
23,298871,Some-college,10,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,0
27,31757,Assoc-voc,11,Never-married,Own-child,White,Male,0,0,38,0
30,234753,Assoc-voc,11,Married-civ-spouse,Wife,White,Female,0,0,34,1
22,102258,Some-college,10,Divorced,Not-in-family,White,Male,0,0,40,0
20,88676,HS-grad,9,Never-married,Own-child,White,Male,0,0,40,0
24,140500,10th,6,Never-married,Unmarried,White,Female,0,0,40,0
39,36376,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,60,0
44,120277,Bachelors,13,Married-civ-spouse,Husband,White,Male,15024,0,50,1
31,187215,HS-grad,9,Never-married,Not-in-family,White,Female,0,0,40,0
25,255647,HS-grad,9,Married-civ-spouse,Wife,White,Female,0,0,25,0
43,165309,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
20,301199,Some-college,10,Never-married,Own-child,White,Female,0,0,24,0
54,329266,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,44,1
57,437281,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,38,1
73,161027,5th-6th,3,Married-civ-spouse,Husband,White,Male,0,0,20,0
34,133861,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,25,0
22,162282,HS-grad,9,Never-married,Own-child,White,Male,0,0,55,0
25,99126,Assoc-voc,11,Married-civ-spouse,Wife,White,Female,7688,0,40,1
42,74334,Masters,14,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,0,40,1
28,291374,10th,6,Never-married,Unmarried,Black,Female,0,0,40,0
54,180427,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,45,0
59,190748,HS-grad,9,Married-civ-spouse,Wife,White,Female,0,0,40,0
38,129591,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,0
17,95909,11th,7,Never-married,Own-child,White,Male,0,0,12,0
29,128509,HS-grad,9,Married-spouse-absent,Not-in-family,White,Female,0,0,38,0
61,160942,Masters,14,Married-civ-spouse,Husband,White,Male,3103,0,50,0
30,167476,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,60,0
31,131633,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
37,225860,Assoc-acdm,12,Married-spouse-absent,Not-in-family,White,Male,0,0,50,0
75,173064,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,6,0
20,396722,Some-college,10,Never-married,Not-in-family,White,Female,0,0,40,0
