SEQID,AGEG5LFS,GENDER_R,U01b000A,U01B_Collapsed_AS_Cleaned,U01b000S,U01b000T,PVLIT1,PVNUM1,ActionSeqOrder
2855,35-39,Male,40,FOLDER_VIEWED,1,152752,302.13022,271.85376,23
2855,35-39,Male,40,MAIL_DROP,1,152752,302.13022,271.85376,24
2855,35-39,Male,40,MAIL_MOVED,1,152752,302.13022,271.85376,25
2855,35-39,Male,40,MAIL_VIEWED,1,152752,302.13022,271.85376,26
2855,35-39,Male,40,MAIL_DRAG,1,152752,302.13022,271.85376,27
2855,35-39,Male,40,MAIL_VIEWED,1,152752,302.13022,271.85376,28
2855,35-39,Male,40,FOLDER_VIEWED,1,152752,302.13022,271.85376,29
2855,35-39,Male,40,MAIL_DROP,1,152752,302.13022,271.85376,30
2855,35-39,Male,40,MAIL_MOVED,1,152752,302.13022,271.85376,31
2855,35-39,Male,40,MAIL_VIEWED,1,152752,302.13022,271.85376,32
2855,35-39,Male,40,MAIL_DRAG,1,152752,302.13022,271.85376,33
2855,35-39,Male,40,FOLDER_VIEWED,1,152752,302.13022,271.85376,34
2855,35-39,Male,40,MAIL_DROP,1,152752,302.13022,271.85376,35
2855,35-39,Male,40,MAIL_MOVED,1,152752,302.13022,271.85376,36
2855,35-39,Male,40,NEXT_INQUIRY,1,152752,302.13022,271.85376,37
2860,60-65,Male,2,FOLDER_VIEWED,0,14804,263.69455,262.30373,0
2860,60-65,Male,2,NEXT_INQUIRY,0,14804,263.69455,262.30373,1
2863,50-54,Male,39,FOLDER_VIEWED,1,159393,277.25765,275.3462,0
2863,50-54,Male,39,MAIL_VIEWED,1,159393,277.25765,275.3462,1
2863,50-54,Male,39,MENU,1,159393,277.25765,275.3462,2
2863,50-54,Male,39,MENUITEM,1,159393,277.25765,275.3462,3
2863,50-54,Male,39,FOLDER_VIEWED,1,159393,277.25765,275.3462,4
2863,50-54,Male,39,TEXTBOX_ONFOCUS,1,159393,277.25765,275.3462,5
2863,50-54,Male,39,TEXTBOX_USE,1,159393,277.25765,275.3462,6
2863,50-54,Male,39,TEXTBOX_KILLFOCUS,1,159393,277.25765,275.3462,7
2863,50-54,Male,39,NEW_FOLDER,1,159393,277.25765,275.3462,8
2863,50-54,Male,39,MAIL_DRAG,1,159393,277.25765,275.3462,9
2863,50-54,Male,39,MAIL_VIEWED,1,159393,277.25765,275.3462,10
2863,50-54,Male,39,FOLDER_VIEWED,1,159393,277.25765,275.3462,11
2863,50-54,Male,39,MAIL_DROP,1,159393,277.25765,275.3462,12
2863,50-54,Male,39,MAIL_MOVED,1,159393,277.25765,275.3462,13
2863,50-54,Male,39,MAIL_VIEWED,1,159393,277.25765,275.3462,14
2863,50-54,Male,39,MAIL_DRAG,1,159393,277.25765,275.3462,15
2863,50-54,Male,39,MAIL_VIEWED,1,159393,277.25765,275.3462,16
2863,50-54,Male,39,FOLDER_VIEWED,1,159393,277.25765,275.3462,17
2863,50-54,Male,39,MAIL_DROP,1,159393,277.25765,275.3462,18
2863,50-54,Male,39,MAIL_MOVED,1,159393,277.25765,275.3462,19
2863,50-54,Male,39,MAIL_VIEWED,1,159393,277.25765,275.3462,20
2863,50-54,Male,39,MAIL_DRAG,1,159393,277.25765,275.3462,21
2863,50-54,Male,39,MAIL_VIEWED,1,159393,277.25765,275.3462,22
2863,50-54,Male,39,FOLDER_VIEWED,1,159393,277.25765,275.3462,23
2863,50-54,Male,39,MAIL_DROP,1,159393,277.25765,275.3462,24
2863,50-54,Male,39,MAIL_MOVED,1,159393,277.25765,275.3462,25
2863,50-54,Male,39,MAIL_VIEWED,1,159393,277.25765,275.3462,26
2863,50-54,Male,39,MAIL_DRAG,1,159393,277.25765,275.3462,27
2863,50-54,Male,39,MAIL_VIEWED,1,159393,277.25765,275.3462,28
2863,50-54,Male,39,FOLDER_VIEWED,1,159393,277.25765,275.3462,29
2863,50-54,Male,39,MAIL_DRAG,1,159393,277.25765,275.3462,30
2863,50-54,Male,39,FOLDER_VIEWED,1,159393,277.25765,275.3462,31
2863,50-54,Male,39,MAIL_DROP,1,159393,277.25765,275.3462,32
2863,50-54,Male,39,MAIL_MOVED,1,159393,277.25765,275.3462,33
2863,50-54,Male,39,MAIL_VIEWED,1,159393,277.25765,275.3462,34
2863,50-54,Male,39,MAIL_DRAG,1,159393,277.25765,275.3462,35
2863,50-54,Male,39,FOLDER_VIEWED,1,159393,277.25765,275.3462,36
2863,50-54,Male,39,MAIL_DROP,1,159393,277.25765,275.3462,37
2863,50-54,Male,39,MAIL_MOVED,1,159393,277.25765,275.3462,38
2863,50-54,Male,39,NEXT_INQUIRY,1,159393,277.25765,275.3462,39
2867,20-24,Female,66,MAIL_VIEWED,1,269988,255.60402,257.4412,0
2867,20-24,Female,66,FOLDER_VIEWED,1,269988,255.60402,257.4412,1
2867,20-24,Female,66,MAIL_VIEWED,1,269988,255.60402,257.4412,2
2867,20-24,Female,66,FOLDER_VIEWED,1,269988,255.60402,257.4412,3
2867,20-24,Female,66,MENU,1,269988,255.60402,257.4412,4
2867,20-24,Female,66,FOLDER_VIEWED,1,269988,255.60402,257.4412,5
2867,20-24,Female,66,MENU,1,269988,255.60402,257.4412,6
2867,20-24,Female,66,MENUITEM,1,269988,255.60402,257.4412,7
2867,20-24,Female,66,TEXTBOX_ONFOCUS,1,269988,255.60402,257.4412,8
2867,20-24,Female,66,TEXTBOX_USE,1,269988,255.60402,257.4412,9
2867,20-24,Female,66,TEXTBOX_KILLFOCUS,1,269988,255.60402,257.4412,10
2867,20-24,Female,66,BUTTON,1,269988,255.60402,257.4412,11
2867,20-24,Female,66,FOLDER_VIEWED,1,269988,255.60402,257.4412,12
2867,20-24,Female,66,NEW_FOLDER,1,269988,255.60402,257.4412,13
2867,20-24,Female,66,MENU,1,269988,255.60402,257.4412,14
2867,20-24,Female,66,MENUITEM,1,269988,255.60402,257.4412,15
2867,20-24,Female,66,FOLDER_VIEWED,1,269988,255.60402,257.4412,16
2867,20-24,Female,66,TEXTBOX_ONFOCUS,1,269988,255.60402,257.4412,17
2867,20-24,Female,66,TEXTBOX_USE,1,269988,255.60402,257.4412,18
2867,20-24,Female,66,TEXTBOX_KILLFOCUS,1,269988,255.60402,257.4412,19
2867,20-24,Female,66,DOACTION,1,269988,255.60402,257.4412,20
2867,20-24,Female,66,FOLDER_VIEWED,1,269988,255.60402,257.4412,21
2867,20-24,Female,66,MAIL_VIEWED,1,269988,255.60402,257.4412,22
2867,20-24,Female,66,MAIL_DRAG,1,269988,255.60402,257.4412,23
2867,20-24,Female,66,MAIL_VIEWED,1,269988,255.60402,257.4412,24
2867,20-24,Female,66,FOLDER_VIEWED,1,269988,255.60402,257.4412,25
2867,20-24,Female,66,MAIL_DROP,1,269988,255.60402,257.4412,26
2867,20-24,Female,66,MAIL_MOVED,1,269988,255.60402,257.4412,27
2867,20-24,Female,66,MAIL_VIEWED,1,269988,255.60402,257.4412,28
2867,20-24,Female,66,MAIL_DRAG,1,269988,255.60402,257.4412,29
2867,20-24,Female,66,MAIL_VIEWED,1,269988,255.60402,257.4412,30
2867,20-24,Female,66,FOLDER_VIEWED,1,269988,255.60402,257.4412,31
2867,20-24,Female,66,MAIL_DROP,1,269988,255.60402,257.4412,32
2867,20-24,Female,66,MAIL_MOVED,1,269988,255.60402,257.4412,33
2867,20-24,Female,66,MAIL_VIEWED,1,269988,255.60402,257.4412,34
2867,20-24,Female,66,MAIL_DRAG,1,269988,255.60402,257.4412,35
2867,20-24,Female,66,FOLDER_VIEWED,1,269988,255.60402,257.4412,36
2867,20-24,Female,66,MAIL_DROP,1,269988,255.60402,257.4412,37
2867,20-24,Female,66,MAIL_MOVED,1,269988,255.60402,257.4412,38
2867,20-24,Female,66,MAIL_VIEWED,1,269988,255.60402,257.4412,39
2867,20-24,Female,66,MAIL_DRAG,1,269988,255.60402,257.4412,40
2867,20-24,Female,66,MAIL_VIEWED,1,269988,255.60402,257.4412,41
2867,20-24,Female,66,MAIL_DRAG,1,269988,255.60402,257.4412,42
2867,20-24,Female,66,MAIL_VIEWED,1,269988,255.60402,257.4412,43
2867,20-24,Female,66,FOLDER_VIEWED,1,269988,255.60402,257.4412,44
2867,20-24,Female,66,MAIL_VIEWED,1,269988,255.60402,257.4412,45
2867,20-24,Female,66,MAIL_DRAG,1,269988,255.60402,257.4412,46
2867,20-24,Female,66,FOLDER_VIEWED,1,269988,255.60402,257.4412,47
2867,20-24,Female,66,MAIL_DROP,1,269988,255.60402,257.4412,48
2867,20-24,Female,66,MAIL_MOVED,1,269988,255.60402,257.4412,49
2867,20-24,Female,66,MAIL_VIEWED,1,269988,255.60402,257.4412,50
2867,20-24,Female,66,MAIL_DRAG,1,269988,255.60402,257.4412,51
2867,20-24,Female,66,FOLDER_VIEWED,1,269988,255.60402,257.4412,52
2867,20-24,Female,66,MAIL_DROP,1,269988,255.60402,257.4412,53
2867,20-24,Female,66,MAIL_MOVED,1,269988,255.60402,257.4412,54
2867,20-24,Female,66,NEXT_INQUIRY,1,269988,255.60402,257.4412,55
2870,50-54,Female,79,MAIL_VIEWED,0,195967,238.65438,267.74297,0
2870,50-54,Female,79,MENU,0,195967,238.65438,267.74297,1
2870,50-54,Female,79,MAIL_VIEWED,0,195967,238.65438,267.74297,2
2870,50-54,Female,79,MAIL_DRAG,0,195967,238.65438,267.74297,3
2870,50-54,Female,79,FOLDER_VIEWED,0,195967,238.65438,267.74297,4
2870,50-54,Female,79,MAIL_DROP,0,195967,238.65438,267.74297,5
2870,50-54,Female,79,MAIL_MOVED,0,195967,238.65438,267.74297,6
2870,50-54,Female,79,MAIL_VIEWED,0,195967,238.65438,267.74297,7
2870,50-54,Female,79,MAIL_DRAG,0,195967,238.65438,267.74297,8
2870,50-54,Female,79,FOLDER_VIEWED,0,195967,238.65438,267.74297,9
2870,50-54,Female,79,MAIL_DROP,0,195967,238.65438,267.74297,10
2870,50-54,Female,79,MAIL_MOVED,0,195967,238.65438,267.74297,11
2870,50-54,Female,79,MAIL_VIEWED,0,195967,238.65438,267.74297,12
2870,50-54,Female,79,MAIL_DRAG,0,195967,238.65438,267.74297,13
2870,50-54,Female,79,FOLDER_VIEWED,0,195967,238.65438,267.74297,14
2870,50-54,Female,79,MAIL_DROP,0,195967,238.65438,267.74297,15
2870,50-54,Female,79,MAIL_MOVED,0,195967,238.65438,267.74297,16
2870,50-54,Female,79,FOLDER_VIEWED,0,195967,238.65438,267.74297,17
2870,50-54,Female,79,MAIL_VIEWED,0,195967,238.65438,267.74297,18
2870,50-54,Female,79,MAIL_DRAG,0,195967,238.65438,267.74297,19
2870,50-54,Female,79,FOLDER_VIEWED,0,195967,238.65438,267.74297,20
2870,50-54,Female,79,MAIL_DROP,0,195967,238.65438,267.74297,21
2870,50-54,Female,79,MAIL_MOVED,0,195967,238.65438,267.74297,22
2870,50-54,Female,79,FOLDER_VIEWED,0,195967,238.65438,267.74297,23
2870,50-54,Female,79,MAIL_DRAG,0,195967,238.65438,267.74297,24
2870,50-54,Female,79,FOLDER_VIEWED,0,195967,238.65438,267.74297,25
2870,50-54,Female,79,MAIL_DROP,0,195967,238.65438,267.74297,26
2870,50-54,Female,79,MAIL_MOVED,0,195967,238.65438,267.74297,27
2870,50-54,Female,79,FOLDER_VIEWED,0,195967,238.65438,267.74297,28
2870,50-54,Female,79,MAIL_DRAG,0,195967,238.65438,267.74297,29
2870,50-54,Female,79,FOLDER_VIEWED,0,195967,238.65438,267.74297,30
2870,50-54,Female,79,MAIL_DROP,0,195967,238.65438,267.74297,31
2870,50-54,Female,79,MAIL_MOVED,0,195967,238.65438,267.74297,32
2870,50-54,Female,79,FOLDER_VIEWED,0,195967,238.65438,267.74297,33
2870,50-54,Female,79,MAIL_VIEWED,0,195967,238.65438,267.74297,34
2870,50-54,Female,79,MAIL_DRAG,0,195967,238.65438,267.74297,35
2870,50-54,Female,79,FOLDER_VIEWED,0,195967,238.65438,267.74297,36
2870,50-54,Female,79,MAIL_DROP,0,195967,238.65438,267.74297,37
2870,50-54,Female,79,MAIL_MOVED,0,195967,238.65438,267.74297,38
2870,50-54,Female,79,FOLDER_VIEWED,0,195967,238.65438,267.74297,39
2870,50-54,Female,79,MAIL_VIEWED,0,195967,238.65438,267.74297,40
2870,50-54,Female,79,MAIL_DRAG,0,195967,238.65438,267.74297,41
2870,50-54,Female,79,MAIL_VIEWED,0,195967,238.65438,267.74297,42
2870,50-54,Female,79,MAIL_DRAG,0,195967,238.65438,267.74297,43
2870,50-54,Female,79,FOLDER_VIEWED,0,195967,238.65438,267.74297,44
2870,50-54,Female,79,MAIL_DROP,0,195967,238.65438,267.74297,45
2870,50-54,Female,79,MAIL_MOVED,0,195967,238.65438,267.74297,46
2870,50-54,Female,79,MAIL_VIEWED,0,195967,238.65438,267.74297,47
2870,50-54,Female,79,MAIL_DRAG,0,195967,238.65438,267.74297,48
2870,50-54,Female,79,FOLDER_VIEWED,0,195967,238.65438,267.74297,49
2870,50-54,Female,79,MAIL_DROP,0,195967,238.65438,267.74297,50
2870,50-54,Female,79,MAIL_MOVED,0,195967,238.65438,267.74297,51
2870,50-54,Female,79,FOLDER_VIEWED,0,195967,238.65438,267.74297,52
2870,50-54,Female,79,NEXT_INQUIRY,0,195967,238.65438,267.74297,53
2870,50-54,Female,79,TEXTBOX_ONFOCUS,0,195967,238.65438,267.74297,54
2870,50-54,Female,79,TEXTBOX_KILLFOCUS,0,195967,238.65438,267.74297,55
2876,40-44,Male,11,MAIL_VIEWED,0,93279,272.8267,243.86354,0
2876,40-44,Male,11,MENU,0,93279,272.8267,243.86354,1
2876,40-44,Male,11,MENUITEM,0,93279,272.8267,243.86354,2
2876,40-44,Male,11,TEXTBOX_ONFOCUS,0,93279,272.8267,243.86354,3
2876,40-44,Male,11,TEXTBOX_USE,0,93279,272.8267,243.86354,4
2876,40-44,Male,11,TEXTBOX_KILLFOCUS,0,93279,272.8267,243.86354,5
2876,40-44,Male,11,BUTTON,0,93279,272.8267,243.86354,6
2876,40-44,Male,11,FOLDER_VIEWED,0,93279,272.8267,243.86354,7
2876,40-44,Male,11,NEW_FOLDER,0,93279,272.8267,243.86354,8
2876,40-44,Male,11,NEXT_INQUIRY,0,93279,272.8267,243.86354,9
2877,30-34,Female,26,MAIL_DRAG,0,104377,204.12395,161.11894,0
2877,30-34,Female,26,FOLDER_VIEWED,0,104377,204.12395,161.11894,1
2877,30-34,Female,26,MAIL_DROP,0,104377,204.12395,161.11894,2
2877,30-34,Female,26,MAIL_MOVED,0,104377,204.12395,161.11894,3
2877,30-34,Female,26,MAIL_DRAG,0,104377,204.12395,161.11894,4
2877,30-34,Female,26,MAIL_VIEWED,0,104377,204.12395,161.11894,5
2877,30-34,Female,26,FOLDER_VIEWED,0,104377,204.12395,161.11894,6
2877,30-34,Female,26,MAIL_DROP,0,104377,204.12395,161.11894,7
2877,30-34,Female,26,MAIL_MOVED,0,104377,204.12395,161.11894,8
2877,30-34,Female,26,MAIL_VIEWED,0,104377,204.12395,161.11894,9
2877,30-34,Female,26,MAIL_DRAG,0,104377,204.12395,161.11894,10
2877,30-34,Female,26,FOLDER_VIEWED,0,104377,204.12395,161.11894,11
2877,30-34,Female,26,MAIL_DROP,0,104377,204.12395,161.11894,12
2877,30-34,Female,26,MAIL_MOVED,0,104377,204.12395,161.11894,13
2877,30-34,Female,26,MAIL_VIEWED,0,104377,204.12395,161.11894,14
2877,30-34,Female,26,MAIL_DRAG,0,104377,204.12395,161.11894,15
2877,30-34,Female,26,FOLDER_VIEWED,0,104377,204.12395,161.11894,16
2877,30-34,Female,26,MAIL_DROP,0,104377,204.12395,161.11894,17
2877,30-34,Female,26,MAIL_MOVED,0,104377,204.12395,161.11894,18
2877,30-34,Female,26,MAIL_VIEWED,0,104377,204.12395,161.11894,19
2877,30-34,Female,26,MAIL_DRAG,0,104377,204.12395,161.11894,20
2877,30-34,Female,26,FOLDER_VIEWED,0,104377,204.12395,161.11894,21
2877,30-34,Female,26,MAIL_DROP,0,104377,204.12395,161.11894,22
2877,30-34,Female,26,MAIL_MOVED,0,104377,204.12395,161.11894,23
2877,30-34,Female,26,FOLDER_VIEWED,0,104377,204.12395,161.11894,24
2877,30-34,Female,26,MAIL_VIEWED,0,104377,204.12395,161.11894,25
2877,30-34,Female,26,FOLDER_VIEWED,0,104377,204.12395,161.11894,26
2877,30-34,Female,26,MAIL_VIEWED,0,104377,204.12395,161.11894,27
2877,30-34,Female,26,NEXT_INQUIRY,0,104377,204.12395,161.11894,28
2878,45-49,Female,47,FOLDER_VIEWED,0,232622,313.21558,301.73056,0
2878,45-49,Female,47,TOOLBAR,0,232622,313.21558,301.73056,1
2878,45-49,Female,47,MC_HELP_TOOLBAR,0,232622,313.21558,301.73056,2
2878,45-49,Female,47,FOLDER_VIEWED,0,232622,313.21558,301.73056,3
2878,45-49,Female,47,TOOLBAR,0,232622,313.21558,301.73056,4
2878,45-49,Female,47,FOLDER_VIEWED,0,232622,313.21558,301.73056,5
2878,45-49,Female,47,MAIL_VIEWED,0,232622,313.21558,301.73056,6
2878,45-49,Female,47,MENU,0,232622,313.21558,301.73056,7
2878,45-49,Female,47,MENUITEM,0,232622,313.21558,301.73056,8
2878,45-49,Female,47,FOLDER_VIEWED,0,232622,313.21558,301.73056,9
2878,45-49,Female,47,TEXTBOX_ONFOCUS,0,232622,313.21558,301.73056,10
2878,45-49,Female,47,TEXTBOX_USE,0,232622,313.21558,301.73056,11
2878,45-49,Female,47,TEXTBOX_KILLFOCUS,0,232622,313.21558,301.73056,12
2878,45-49,Female,47,NEW_FOLDER,0,232622,313.21558,301.73056,13
2878,45-49,Female,47,MAIL_VIEWED,0,232622,313.21558,301.73056,14
2878,45-49,Female,47,MAIL_DRAG,0,232622,313.21558,301.73056,15
2878,45-49,Female,47,MAIL_VIEWED,0,232622,313.21558,301.73056,16
2878,45-49,Female,47,FOLDER_VIEWED,0,232622,313.21558,301.73056,17
2878,45-49,Female,47,MAIL_DROP,0,232622,313.21558,301.73056,18
2878,45-49,Female,47,MAIL_MOVED,0,232622,313.21558,301.73056,19
2878,45-49,Female,47,MAIL_VIEWED,0,232622,313.21558,301.73056,20
2878,45-49,Female,47,MAIL_DRAG,0,232622,313.21558,301.73056,21
2878,45-49,Female,47,MAIL_VIEWED,0,232622,313.21558,301.73056,22
2878,45-49,Female,47,FOLDER_VIEWED,0,232622,313.21558,301.73056,23
2878,45-49,Female,47,MAIL_DROP,0,232622,313.21558,301.73056,24
2878,45-49,Female,47,MAIL_MOVED,0,232622,313.21558,301.73056,25
2878,45-49,Female,47,MAIL_VIEWED,0,232622,313.21558,301.73056,26
2878,45-49,Female,47,MAIL_DRAG,0,232622,313.21558,301.73056,27
2878,45-49,Female,47,FOLDER_VIEWED,0,232622,313.21558,301.73056,28
2878,45-49,Female,47,MAIL_DROP,0,232622,313.21558,301.73056,29
2878,45-49,Female,47,MAIL_MOVED,0,232622,313.21558,301.73056,30
2878,45-49,Female,47,FOLDER_VIEWED,0,232622,313.21558,301.73056,31
2878,45-49,Female,47,MENU,0,232622,313.21558,301.73056,32
2878,45-49,Female,47,MENUITEM,0,232622,313.21558,301.73056,33
2878,45-49,Female,47,FOLDER_VIEWED,0,232622,313.21558,301.73056,34
2878,45-49,Female,47,BUTTON,0,232622,313.21558,301.73056,35
2878,45-49,Female,47,FOLDER_VIEWED,0,232622,313.21558,301.73056,36
2878,45-49,Female,47,BUTTON,0,232622,313.21558,301.73056,37
2878,45-49,Female,47,NEXT_INQUIRY,0,232622,313.21558,301.73056,38
2885,20-24,Male,39,MENU,1,134244,341.0357,329.20704,0
2885,20-24,Male,39,MENUITEM,1,134244,341.0357,329.20704,1
2885,20-24,Male,39,TEXTBOX_ONFOCUS,1,134244,341.0357,329.20704,2
2885,20-24,Male,39,TEXTBOX_USE,1,134244,341.0357,329.20704,3
2885,20-24,Male,39,TEXTBOX_KILLFOCUS,1,134244,341.0357,329.20704,4
2885,20-24,Male,39,FOLDER_VIEWED,1,134244,341.0357,329.20704,5
2885,20-24,Male,39,NEW_FOLDER,1,134244,341.0357,329.20704,6
2885,20-24,Male,39,MAIL_VIEWED,1,134244,341.0357,329.20704,7
2885,20-24,Male,39,MAIL_DRAG,1,134244,341.0357,329.20704,8
2885,20-24,Male,39,MAIL_VIEWED,1,134244,341.0357,329.20704,9
2885,20-24,Male,39,FOLDER_VIEWED,1,134244,341.0357,329.20704,10
2885,20-24,Male,39,MAIL_DROP,1,134244,341.0357,329.20704,11
2885,20-24,Male,39,MAIL_MOVED,1,134244,341.0357,329.20704,12
2885,20-24,Male,39,MAIL_VIEWED,1,134244,341.0357,329.20704,13
2885,20-24,Male,39,MAIL_DRAG,1,134244,341.0357,329.20704,14
2885,20-24,Male,39,MAIL_VIEWED,1,134244,341.0357,329.20704,15
2885,20-24,Male,39,FOLDER_VIEWED,1,134244,341.0357,329.20704,16
2885,20-24,Male,39,MAIL_VIEWED,1,134244,341.0357,329.20704,17
2885,20-24,Male,39,MAIL_DRAG,1,134244,341.0357,329.20704,18
2885,20-24,Male,39,MAIL_VIEWED,1,134244,341.0357,329.20704,19
2885,20-24,Male,39,FOLDER_VIEWED,1,134244,341.0357,329.20704,20
2885,20-24,Male,39,MAIL_DROP,1,134244,341.0357,329.20704,21
2885,20-24,Male,39,MAIL_MOVED,1,134244,341.0357,329.20704,22
2885,20-24,Male,39,MAIL_VIEWED,1,134244,341.0357,329.20704,23
2885,20-24,Male,39,MAIL_DRAG,1,134244,341.0357,329.20704,24
2885,20-24,Male,39,FOLDER_VIEWED,1,134244,341.0357,329.20704,25
2885,20-24,Male,39,MAIL_DROP,1,134244,341.0357,329.20704,26
2885,20-24,Male,39,MAIL_MOVED,1,134244,341.0357,329.20704,27
2885,20-24,Male,39,FOLDER_VIEWED,1,134244,341.0357,329.20704,28
2885,20-24,Male,39,NEXT_INQUIRY,1,134244,341.0357,329.20704,29
2892,30-34,Male,29,FOLDER_VIEWED,1,97642,307.88384,311.2013,0
2892,30-34,Male,29,MENU,1,97642,307.88384,311.2013,1
2892,30-34,Male,29,MENUITEM,1,97642,307.88384,311.2013,2
2892,30-34,Male,29,FOLDER_VIEWED,1,97642,307.88384,311.2013,3
2892,30-34,Male,29,TEXTBOX_ONFOCUS,1,97642,307.88384,311.2013,4
2892,30-34,Male,29,TEXTBOX_USE,1,97642,307.88384,311.2013,5
2892,30-34,Male,29,TEXTBOX_KILLFOCUS,1,97642,307.88384,311.2013,6
2892,30-34,Male,29,NEW_FOLDER,1,97642,307.88384,311.2013,7
2892,30-34,Male,29,MAIL_VIEWED,1,97642,307.88384,311.2013,8
2892,30-34,Male,29,MAIL_DRAG,1,97642,307.88384,311.2013,9
2892,30-34,Male,29,MAIL_VIEWED,1,97642,307.88384,311.2013,10
2892,30-34,Male,29,FOLDER_VIEWED,1,97642,307.88384,311.2013,11
2892,30-34,Male,29,MAIL_DROP,1,97642,307.88384,311.2013,12
2892,30-34,Male,29,MAIL_MOVED,1,97642,307.88384,311.2013,13
2892,30-34,Male,29,MAIL_VIEWED,1,97642,307.88384,311.2013,14
2892,30-34,Male,29,MAIL_DRAG,1,97642,307.88384,311.2013,15
2892,30-34,Male,29,FOLDER_VIEWED,1,97642,307.88384,311.2013,16
2892,30-34,Male,29,MAIL_DROP,1,97642,307.88384,311.2013,17
2892,30-34,Male,29,MAIL_MOVED,1,97642,307.88384,311.2013,18
2892,30-34,Male,29,MAIL_VIEWED,1,97642,307.88384,311.2013,19
2892,30-34,Male,29,MAIL_DRAG,1,97642,307.88384,311.2013,20
2892,30-34,Male,29,FOLDER_VIEWED,1,97642,307.88384,311.2013,21
2892,30-34,Male,29,MAIL_DROP,1,97642,307.88384,311.2013,22
2892,30-34,Male,29,MAIL_MOVED,1,97642,307.88384,311.2013,23
2892,30-34,Male,29,NEXT_INQUIRY,1,97642,307.88384,311.2013,24
2903,16-19,Female,31,FOLDER_VIEWED,0,60265,219.25493,184.64112,0
2903,16-19,Female,31,MAIL_VIEWED,0,60265,219.25493,184.64112,1
2903,16-19,Female,31,MAIL_DRAG,0,60265,219.25493,184.64112,2
2903,16-19,Female,31,FOLDER_VIEWED,0,60265,219.25493,184.64112,3
2903,16-19,Female,31,MAIL_DROP,0,60265,219.25493,184.64112,4
2903,16-19,Female,31,MAIL_MOVED,0,60265,219.25493,184.64112,5
2903,16-19,Female,31,FOLDER_VIEWED,0,60265,219.25493,184.64112,6
2903,16-19,Female,31,MAIL_VIEWED,0,60265,219.25493,184.64112,7
2903,16-19,Female,31,MAIL_DRAG,0,60265,219.25493,184.64112,8
2903,16-19,Female,31,FOLDER_VIEWED,0,60265,219.25493,184.64112,9
2903,16-19,Female,31,MAIL_DROP,0,60265,219.25493,184.64112,10
2903,16-19,Female,31,MAIL_MOVED,0,60265,219.25493,184.64112,11
2903,16-19,Female,31,MAIL_DRAG,0,60265,219.25493,184.64112,12
2903,16-19,Female,31,FOLDER_VIEWED,0,60265,219.25493,184.64112,13
2903,16-19,Female,31,MAIL_DROP,0,60265,219.25493,184.64112,14
2903,16-19,Female,31,MAIL_MOVED,0,60265,219.25493,184.64112,15
2903,16-19,Female,31,FOLDER_VIEWED,0,60265,219.25493,184.64112,16
2903,16-19,Female,31,MAIL_VIEWED,0,60265,219.25493,184.64112,17
2903,16-19,Female,31,MAIL_DRAG,0,60265,219.25493,184.64112,18
2903,16-19,Female,31,FOLDER_VIEWED,0,60265,219.25493,184.64112,19
2903,16-19,Female,31,MAIL_DROP,0,60265,219.25493,184.64112,20
2903,16-19,Female,31,MAIL_MOVED,0,60265,219.25493,184.64112,21
2903,16-19,Female,31,MAIL_DRAG,0,60265,219.25493,184.64112,22
2903,16-19,Female,31,FOLDER_VIEWED,0,60265,219.25493,184.64112,23
2903,16-19,Female,31,MAIL_DROP,0,60265,219.25493,184.64112,24
2903,16-19,Female,31,MAIL_MOVED,0,60265,219.25493,184.64112,25
2903,16-19,Female,31,FOLDER_VIEWED,0,60265,219.25493,184.64112,26
2903,16-19,Female,31,NEXT_INQUIRY,0,60265,219.25493,184.64112,27
2907,50-54,Female,67,MENU,0,250558,306.54544,327.25663,0
2907,50-54,Female,67,FOLDER_VIEWED,0,250558,306.54544,327.25663,1
2907,50-54,Female,67,FOLDER_UNFOLDED,0,250558,306.54544,327.25663,2
2907,50-54,Female,67,MENU,0,250558,306.54544,327.25663,3
2907,50-54,Female,67,MC_HELP_MENUITEM,0,250558,306.54544,327.25663,4
2907,50-54,Female,67,FOLDER_VIEWED,0,250558,306.54544,327.25663,5
2907,50-54,Female,67,FOLDER_FOLDED,0,250558,306.54544,327.25663,6
2907,50-54,Female,67,FOLDER_VIEWED,0,250558,306.54544,327.25663,7
2907,50-54,Female,67,TOOLBAR,0,250558,306.54544,327.25663,8
2907,50-54,Female,67,MC_HELP_TOOLBAR,0,250558,306.54544,327.25663,9
2907,50-54,Female,67,TOOLBAR,0,250558,306.54544,327.25663,10
2907,50-54,Female,67,FOLDER_VIEWED,0,250558,306.54544,327.25663,11
2907,50-54,Female,67,TOOLBAR_ENVIRONMENT,0,250558,306.54544,327.25663,12
2907,50-54,Female,67,FOLDER_VIEWED,0,250558,306.54544,327.25663,13
2907,50-54,Female,67,FOLDER_UNFOLDED,0,250558,306.54544,327.25663,14
2907,50-54,Female,67,FOLDER_VIEWED,0,250558,306.54544,327.25663,15
2907,50-54,Female,67,FOLDER_FOLDED,0,250558,306.54544,327.25663,16
2907,50-54,Female,67,MAIL_VIEWED,0,250558,306.54544,327.25663,17
2907,50-54,Female,67,MAIL_DRAG,0,250558,306.54544,327.25663,18
2907,50-54,Female,67,FOLDER_VIEWED,0,250558,306.54544,327.25663,19
