AGEP,SCHL,SEX,ESP,CIT,MIG,MIL,ANC,DEAR,DEYE,DREM,PINCP,ESR,FER,label
2.0,0.0,1.0,7.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,False
0.0,0.0,2.0,5.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,False
29.0,16.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,20000.0,1.0,0.0,False
69.0,12.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,11100.0,6.0,0.0,False
42.0,9.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,False
1.0,0.0,2.0,7.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,False
43.0,21.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,69000.0,1.0,2.0,False
2.0,0.0,2.0,2.0,1.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,False
16.0,13.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
85.0,22.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,133000.0,6.0,0.0,False
62.0,22.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,94000.0,1.0,0.0,False
0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,False
21.0,16.0,2.0,0.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,500.0,6.0,2.0,False
0.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,False
59.0,22.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,100000.0,1.0,0.0,False
35.0,18.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,28000.0,1.0,2.0,False
46.0,20.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,False
32.0,21.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,70000.0,1.0,2.0,False
10.0,7.0,2.0,7.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
51.0,12.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,24000.0,1.0,0.0,False
14.0,11.0,1.0,7.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
70.0,22.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,186200.0,6.0,0.0,False
39.0,11.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,False
63.0,19.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,30000.0,1.0,0.0,False
12.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
14.0,10.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,False
53.0,23.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,565000.0,1.0,0.0,True
59.0,16.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,79100.0,1.0,0.0,True
45.0,18.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,21200.0,6.0,2.0,False
44.0,21.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,40000.0,1.0,0.0,False
28.0,21.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,12100.0,1.0,0.0,False
49.0,22.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,59000.0,1.0,2.0,False
53.0,21.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,65000.0,1.0,0.0,False
32.0,22.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,45200.0,1.0,2.0,False
30.0,16.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,False
72.0,19.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,25200.0,6.0,0.0,False
18.0,16.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,750.0,3.0,0.0,False
58.0,16.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,75000.0,1.0,0.0,False
34.0,21.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,10000.0,6.0,2.0,False
61.0,19.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,145000.0,2.0,0.0,True
59.0,12.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,11420.0,6.0,0.0,False
37.0,20.0,2.0,0.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,17000.0,6.0,2.0,False
58.0,8.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,52000.0,1.0,0.0,False
88.0,16.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,7200.0,6.0,0.0,False
43.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,103000.0,4.0,0.0,False
33.0,22.0,2.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,120000.0,1.0,2.0,True
69.0,19.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,68500.0,1.0,0.0,False
57.0,12.0,1.0,0.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,55000.0,1.0,0.0,False
15.0,14.0,2.0,7.0,5.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,False
51.0,18.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,14100.0,1.0,0.0,False
26.0,22.0,1.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,72000.0,1.0,0.0,False
20.0,16.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,True
5.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
32.0,20.0,2.0,0.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,108000.0,1.0,2.0,False
52.0,16.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,100000.0,1.0,0.0,False
6.0,3.0,1.0,7.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,False
51.0,16.0,2.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,0.0,6.0,0.0,False
47.0,16.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,82420.0,1.0,0.0,False
64.0,19.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,8100.0,6.0,0.0,False
50.0,16.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,32000.0,1.0,0.0,False
26.0,19.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,27000.0,1.0,2.0,True
49.0,20.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,69700.0,1.0,2.0,False
67.0,21.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,10600.0,6.0,0.0,False
33.0,21.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,50000.0,1.0,0.0,False
17.0,13.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,0.0,6.0,2.0,False
27.0,21.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,50000.0,1.0,2.0,True
13.0,10.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,False
33.0,16.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,42500.0,1.0,2.0,False
20.0,16.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,30000.0,1.0,0.0,False
41.0,19.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,90000.0,1.0,0.0,False
22.0,16.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,49100.0,1.0,2.0,False
64.0,21.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,94300.0,1.0,0.0,False
55.0,21.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,31520.0,1.0,0.0,False
48.0,23.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,5400.0,6.0,2.0,False
41.0,21.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,30000.0,1.0,2.0,True
28.0,18.0,2.0,0.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,27000.0,1.0,2.0,False
26.0,18.0,1.0,0.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,38000.0,1.0,0.0,False
81.0,21.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,27900.0,6.0,0.0,False
55.0,21.0,2.0,0.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,62000.0,1.0,0.0,False
20.0,19.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,True
6.0,3.0,1.0,5.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
54.0,16.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,0.0,6.0,0.0,False
31.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,14400.0,1.0,2.0,False
50.0,1.0,1.0,0.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,4000.0,1.0,0.0,False
82.0,19.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,15400.0,6.0,0.0,True
54.0,16.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,83000.0,1.0,0.0,True
53.0,21.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
66.0,20.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,26600.0,6.0,0.0,False
69.0,20.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,82900.0,6.0,0.0,True
58.0,15.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,3100.0,6.0,0.0,True
51.0,21.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,15000.0,1.0,0.0,False
31.0,18.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2600.0,1.0,2.0,False
48.0,18.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,45000.0,1.0,0.0,False
53.0,20.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,110000.0,1.0,0.0,False
12.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
70.0,23.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,244000.0,1.0,0.0,True
67.0,21.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,71900.0,6.0,0.0,False
34.0,20.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,0.0,6.0,2.0,False
13.0,10.0,2.0,8.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
57.0,18.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,59800.0,1.0,0.0,False
50.0,16.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,55000.0,1.0,0.0,False
66.0,24.0,2.0,0.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,3600.0,6.0,0.0,False
61.0,16.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
9.0,1.0,1.0,5.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,False
34.0,18.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2500.0,1.0,2.0,False
25.0,16.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,37700.0,2.0,0.0,False
61.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,830.0,6.0,0.0,False
72.0,22.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,9300.0,1.0,0.0,False
50.0,20.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,88000.0,1.0,2.0,False
8.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
68.0,22.0,2.0,0.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,86000.0,3.0,0.0,False
59.0,16.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,14400.0,1.0,0.0,False
47.0,16.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,20000.0,1.0,0.0,False
17.0,14.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,6130.0,6.0,0.0,False
16.0,13.0,1.0,8.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,4200.0,6.0,0.0,False
6.0,2.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,False
8.0,5.0,2.0,2.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,False
55.0,8.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
17.0,14.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,7300.0,1.0,2.0,False
4.0,1.0,2.0,0.0,1.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,False
56.0,19.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,False
63.0,22.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,23000.0,1.0,0.0,False
18.0,14.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
50.0,18.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,27100.0,6.0,2.0,False
14.0,12.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,False
42.0,21.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,48000.0,1.0,2.0,True
47.0,21.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,130000.0,1.0,0.0,False
70.0,20.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,65800.0,6.0,0.0,False
52.0,19.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,97000.0,1.0,0.0,False
44.0,16.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,15600.0,6.0,2.0,False
31.0,17.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1530.0,1.0,2.0,False
20.0,20.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,6.0,2.0,False
50.0,22.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,118020.0,1.0,2.0,False
87.0,22.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,198000.0,6.0,0.0,True
28.0,22.0,1.0,0.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,184500.0,1.0,0.0,False
63.0,23.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,640000.0,3.0,0.0,False
77.0,24.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,69000.0,6.0,0.0,False
48.0,21.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,0.0,6.0,2.0,False
55.0,16.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,56000.0,1.0,0.0,True
17.0,14.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,0.0,6.0,2.0,False
41.0,19.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,15000.0,1.0,2.0,False
78.0,18.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,14800.0,6.0,0.0,False
68.0,16.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
13.0,10.0,2.0,7.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
36.0,22.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,80000.0,1.0,1.0,False
58.0,17.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,0.0,6.0,0.0,False
31.0,22.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,6.0,2.0,True
61.0,23.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,90900.0,6.0,0.0,False
8.0,5.0,2.0,5.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
6.0,3.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,False
49.0,15.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,10000.0,3.0,2.0,False
65.0,18.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,20000.0,6.0,0.0,False
66.0,19.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,10000.0,3.0,0.0,False
68.0,16.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,60600.0,1.0,0.0,False
68.0,16.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,17500.0,6.0,0.0,False
31.0,22.0,1.0,0.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,100000.0,1.0,0.0,False
12.0,9.0,2.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,False
72.0,16.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,6.0,0.0,False
58.0,16.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,39000.0,6.0,0.0,False
68.0,16.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,110000.0,1.0,0.0,False
68.0,8.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
17.0,14.0,1.0,7.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,700.0,3.0,0.0,False
37.0,16.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,20000.0,1.0,2.0,False
83.0,21.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,74400.0,6.0,0.0,False
12.0,9.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
77.0,15.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,6000.0,6.0,0.0,False
46.0,16.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
30.0,14.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,16000.0,1.0,1.0,False
58.0,19.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,164600.0,1.0,0.0,False
69.0,19.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,12000.0,6.0,0.0,False
29.0,16.0,1.0,0.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,50000.0,1.0,0.0,False
28.0,21.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,75000.0,1.0,0.0,False
83.0,16.0,2.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,15000.0,6.0,0.0,False
48.0,16.0,2.0,0.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,25000.0,1.0,2.0,False
24.0,21.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,70000.0,1.0,2.0,False
20.0,18.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,3000.0,1.0,2.0,False
75.0,19.0,2.0,0.0,5.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,6.0,0.0,False
46.0,16.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,16000.0,1.0,0.0,False
60.0,19.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,18000.0,6.0,0.0,False
48.0,19.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,115000.0,1.0,0.0,False
20.0,20.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,5000.0,6.0,2.0,False
39.0,22.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,150000.0,1.0,0.0,False
50.0,20.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,52000.0,1.0,2.0,False
48.0,9.0,1.0,0.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,12000.0,1.0,0.0,False
88.0,18.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,84600.0,6.0,0.0,True
36.0,15.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,80000.0,1.0,2.0,False
19.0,19.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,1000.0,1.0,2.0,False
65.0,19.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,8600.0,6.0,0.0,True
5.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,False
7.0,4.0,1.0,7.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
15.0,12.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,True
44.0,21.0,2.0,0.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,50000.0,1.0,2.0,False
39.0,19.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,17000.0,1.0,2.0,False
5.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
72.0,14.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,15500.0,6.0,0.0,False
61.0,19.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,61000.0,1.0,0.0,False
94.0,21.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,27200.0,6.0,0.0,True
42.0,20.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,35000.0,1.0,2.0,False
44.0,19.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,69000.0,1.0,0.0,False
51.0,9.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,12000.0,6.0,0.0,False
54.0,14.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,18000.0,1.0,0.0,False
34.0,16.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,48000.0,1.0,0.0,False
11.0,9.0,2.0,8.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
58.0,18.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,48000.0,1.0,0.0,False
60.0,14.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
21.0,19.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,12000.0,1.0,2.0,False
54.0,19.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,True
38.0,21.0,1.0,0.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,25000.0,1.0,0.0,False
59.0,18.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,True
36.0,5.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,False
35.0,19.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,False
20.0,19.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,10600.0,1.0,2.0,False
20.0,16.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,0.0,6.0,2.0,False
67.0,9.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,8400.0,6.0,0.0,False
12.0,8.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
71.0,13.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,115400.0,6.0,0.0,False
37.0,9.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,20600.0,1.0,2.0,False
65.0,17.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,13000.0,6.0,0.0,False
30.0,21.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,6.0,1.0,False
12.0,10.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
33.0,19.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,False
83.0,11.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,24000.0,6.0,0.0,False
51.0,23.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,True
48.0,5.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,18000.0,1.0,0.0,False
6.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,False
28.0,19.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,28000.0,1.0,2.0,False
3.0,1.0,2.0,2.0,1.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,False
64.0,22.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,48330.0,1.0,0.0,True
40.0,22.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,571000.0,1.0,2.0,False
54.0,19.0,1.0,0.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,0.0,6.0,0.0,False
17.0,14.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,6.0,2.0,False
45.0,22.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,70000.0,1.0,2.0,False
15.0,12.0,1.0,5.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,9000.0,0.0,0.0,False
17.0,15.0,1.0,7.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,5200.0,6.0,0.0,False
3.0,1.0,2.0,2.0,1.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,False
61.0,16.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,224000.0,1.0,0.0,False
