sex,age,race,juv_fel_count,juv_misd_count,priors_count,c_charge_degree,is_recid,is_violent_recid,v_decile_score,v_score_text,decile_score.1,score_text
Male,28,African-American,0,0,7,F,1,0,7,Medium,10,High
Male,23,African-American,0,0,0,F,0,0,8,High,7,Medium
Female,26,African-American,0,0,1,M,0,0,2,Low,2,Low
Female,49,Other,0,0,4,F,0,0,1,Low,5,Medium
Female,30,Other,0,0,0,M,0,0,2,Low,3,Low
Female,38,Other,0,0,0,M,0,0,1,Low,2,Low
Female,26,Other,0,0,1,F,1,0,3,Low,8,High
Male,39,African-American,1,0,12,F,0,0,6,Medium,6,Medium
Male,48,African-American,0,0,3,F,0,0,5,Medium,6,Medium
Male,26,Other,0,0,5,M,0,0,4,Low,4,Low
Female,51,Other,0,0,0,O,-1,0,1,Low,2,Low
Male,45,African-American,0,0,13,M,1,1,6,Medium,7,Medium
Male,23,African-American,0,0,0,M,1,0,4,Low,4,Low
Male,47,Other,0,0,1,M,0,0,1,Low,1,Low
Male,29,Other,0,0,8,F,0,0,8,High,8,High
Female,39,African-American,0,0,3,F,1,0,3,Low,5,Medium
Male,23,Other,0,0,7,F,0,0,5,Medium,8,High
Male,31,African-American,0,0,4,F,0,0,3,Low,5,Medium
Male,39,Other,0,0,5,M,0,0,3,Low,4,Low
Female,36,African-American,0,0,6,M,0,0,2,Low,5,Medium
Male,49,African-American,0,0,2,F,0,0,1,Low,1,Low
Male,31,Other,0,0,0,M,0,0,2,Low,2,Low
Female,65,Other,0,0,0,M,0,0,1,Low,1,Low
Female,57,African-American,0,0,0,M,0,0,1,Low,1,Low
Male,29,Other,0,0,8,M,0,0,4,Low,8,High
Male,47,African-American,0,0,19,F,1,0,3,Low,8,High
Male,25,African-American,0,0,0,M,1,0,3,Low,5,Medium
Male,24,Other,0,0,1,F,0,0,3,Low,3,Low
Male,19,African-American,0,0,1,M,1,1,7,Medium,4,Low
Male,51,African-American,0,0,4,F,0,0,6,Medium,7,Medium
Male,24,African-American,0,0,1,F,0,0,9,High,7,Medium
Male,22,African-American,0,0,1,M,1,1,7,Medium,6,Medium
Male,34,African-American,0,0,2,F,0,0,6,Medium,10,High
Male,53,Other,0,0,0,M,1,0,2,Low,2,Low
Female,24,Other,0,0,0,M,0,0,3,Low,2,Low
Male,54,African-American,0,0,0,M,0,0,1,Low,1,Low
Male,28,African-American,0,0,0,O,-1,0,3,Low,2,Low
Male,27,African-American,0,1,10,F,1,1,7,Medium,8,High
Male,43,Other,0,0,11,F,1,1,4,Low,7,Medium
Male,35,African-American,0,1,14,M,1,0,5,Medium,8,High
Female,32,African-American,0,0,0,F,0,0,1,Low,2,Low
Male,21,Other,0,0,0,F,0,0,6,Medium,3,Low
Female,57,African-American,0,0,0,O,-1,0,1,Low,1,Low
Male,34,Other,0,0,0,F,0,0,3,Low,4,Low
Male,30,African-American,0,0,7,F,0,0,2,Low,3,Low
Male,28,Other,0,0,0,O,-1,0,2,Low,4,Low
Male,40,African-American,0,1,10,F,0,0,4,Low,6,Medium
Male,55,African-American,0,0,0,F,0,0,1,Low,1,Low
Male,53,Other,0,0,0,F,0,0,1,Low,1,Low
Female,45,Other,0,1,7,F,1,0,1,Low,2,Low
Male,27,African-American,0,0,1,M,0,0,2,Low,2,Low
Male,45,Other,0,0,5,F,1,0,3,Low,5,Medium
Male,29,African-American,0,0,2,F,0,0,2,Low,5,Medium
Male,22,Other,0,0,1,M,0,0,6,Medium,7,Medium
Female,35,African-American,0,0,2,F,0,0,2,Low,5,Medium
Female,29,Other,0,0,2,M,0,0,2,Low,3,Low
Male,34,African-American,0,0,5,F,0,0,7,Medium,9,High
Female,26,African-American,0,0,0,O,-1,0,2,Low,3,Low
Male,24,Other,0,0,5,F,0,0,5,Medium,6,Medium
Female,33,Other,0,0,0,F,0,0,1,Low,2,Low
Male,25,African-American,0,0,1,F,0,0,4,Low,4,Low
Male,26,African-American,0,0,1,M,0,0,5,Medium,4,Low
Male,20,African-American,0,0,0,F,0,0,6,Medium,3,Low
Male,41,African-American,0,1,10,F,1,0,7,Medium,9,High
Male,46,Other,0,0,15,F,0,0,7,Medium,6,Medium
Male,55,Other,0,0,2,F,0,0,1,Low,1,Low
Male,52,Other,1,0,18,F,0,0,4,Low,7,Medium
Male,35,African-American,0,0,1,M,0,0,2,Low,4,Low
Male,23,Other,0,0,0,M,0,0,5,Medium,5,Medium
Male,28,Other,0,0,4,M,0,0,3,Low,2,Low
Male,23,African-American,0,0,3,F,0,0,5,Medium,7,Medium
Male,41,Other,0,0,1,F,0,0,7,Medium,5,Medium
Female,39,African-American,0,0,22,F,1,0,1,Low,6,Medium
Male,30,Other,0,0,0,M,0,0,3,Low,7,Medium
Male,37,Other,0,0,0,F,1,0,1,Low,1,Low
Female,58,Other,0,0,0,F,1,0,1,Low,1,Low
Male,37,Other,0,0,1,F,0,0,1,Low,1,Low
Male,47,Other,0,0,1,F,0,0,1,Low,1,Low
Male,24,Other,0,0,1,F,0,0,5,Medium,10,High
Male,37,African-American,0,0,2,F,1,0,2,Low,4,Low
Male,22,Other,0,0,0,F,0,0,5,Medium,3,Low
Male,59,Other,0,0,1,M,0,0,1,Low,1,Low
Male,45,Other,0,0,2,F,0,0,1,Low,1,Low
Male,32,African-American,0,0,7,F,0,0,1,Low,1,Low
Male,31,Other,0,0,0,F,0,0,2,Low,2,Low
Male,39,African-American,0,0,2,M,0,0,3,Low,3,Low
Female,32,Other,0,0,1,F,0,0,4,Low,4,Low
Male,21,Other,0,0,1,F,0,0,8,High,7,Medium
Male,39,Other,0,0,2,F,0,0,2,Low,2,Low
Male,37,African-American,0,0,6,F,1,1,2,Low,5,Medium
Male,25,Other,0,0,1,M,0,0,6,Medium,5,Medium
Male,55,African-American,0,0,5,F,0,0,3,Low,4,Low
Male,47,Other,0,0,1,F,0,0,1,Low,3,Low
Male,58,African-American,0,0,16,F,1,0,9,High,9,High
Male,47,African-American,0,0,18,F,0,0,3,Low,10,High
Male,45,African-American,0,0,0,O,-1,0,5,Medium,9,High
Female,24,African-American,0,0,2,F,1,0,4,Low,5,Medium
Male,44,Other,0,0,4,F,0,0,1,Low,1,Low
Male,24,Other,0,0,0,O,-1,0,3,Low,2,Low
Male,29,African-American,0,0,4,F,1,0,2,Low,2,Low
Male,29,African-American,0,0,3,F,1,1,3,Low,4,Low
Male,32,Other,0,0,0,F,0,0,1,Low,1,Low
Male,23,African-American,0,0,0,F,0,0,3,Low,2,Low
Male,36,Other,0,0,4,F,1,0,1,Low,2,Low
Male,21,African-American,0,0,0,F,1,0,7,Medium,7,Medium
Male,56,Other,0,0,1,M,0,0,1,Low,1,Low
Female,53,African-American,0,0,0,F,0,0,1,Low,5,Medium
Male,77,African-American,0,0,1,M,1,1,1,Low,1,Low
Female,32,African-American,0,0,0,F,0,0,2,Low,3,Low
Male,33,Other,0,0,0,F,1,1,3,Low,6,Medium
Male,55,Other,0,0,0,M,0,0,1,Low,1,Low
Male,23,Other,0,0,0,O,-1,0,5,Medium,8,High
Male,56,African-American,0,0,0,M,0,0,1,Low,2,Low
Male,53,Other,0,0,3,F,0,0,1,Low,1,Low
Male,26,African-American,0,0,1,F,1,0,6,Medium,10,High
Male,35,Other,0,0,2,M,1,0,4,Low,3,Low
Male,40,African-American,0,0,16,M,0,0,2,Low,5,Medium
Male,46,Other,0,0,0,F,0,0,1,Low,1,Low
Male,30,African-American,1,0,9,M,1,0,4,Low,4,Low
Male,36,African-American,0,0,0,O,-1,0,1,Low,1,Low
Male,39,African-American,0,0,0,O,-1,0,1,Low,7,Medium
Male,26,Other,0,0,0,O,-1,0,3,Low,4,Low
Male,23,African-American,0,0,1,F,0,0,5,Medium,8,High
Male,35,Other,0,0,5,M,0,0,1,Low,2,Low
Male,46,African-American,0,0,2,M,0,0,6,Medium,7,Medium
Male,48,Other,0,0,1,M,0,0,1,Low,1,Low
Male,37,African-American,1,0,11,F,0,0,6,Medium,8,High
Male,47,Other,0,0,0,M,0,0,1,Low,1,Low
Male,34,African-American,0,0,3,F,0,0,2,Low,5,Medium
Male,68,Other,0,0,4,M,0,0,1,Low,1,Low
Male,49,African-American,0,0,4,M,0,0,1,Low,2,Low
Female,23,African-American,0,0,0,F,0,0,6,Medium,7,Medium
Male,64,Other,0,0,0,O,-1,0,1,Low,1,Low
Female,37,African-American,0,0,1,F,0,0,1,Low,1,Low
Male,46,Other,0,0,0,O,-1,0,1,Low,1,Low
Male,25,Other,0,0,0,M,0,0,3,Low,3,Low
Male,45,Other,0,0,3,F,0,0,1,Low,1,Low
Male,49,African-American,0,0,6,M,1,0,1,Low,4,Low
Female,24,Other,0,0,0,M,0,0,4,Low,4,Low
Female,23,African-American,0,0,1,F,0,0,4,Low,3,Low
Female,50,Other,0,0,5,M,0,0,1,Low,6,Medium
Male,27,African-American,0,0,10,F,1,0,6,Medium,9,High
Male,50,Other,0,0,0,O,-1,0,1,Low,1,Low
Female,21,African-American,0,0,0,F,0,0,5,Medium,5,Medium
Male,26,Other,0,0,7,F,1,1,4,Low,6,Medium
Female,62,Other,0,0,1,M,1,0,1,Low,1,Low
Male,33,African-American,0,0,4,F,0,0,2,Low,6,Medium
Male,39,Other,0,0,0,F,0,0,1,Low,1,Low
Male,35,Other,0,0,0,O,-1,0,2,Low,3,Low
Male,29,Other,0,0,2,F,0,0,3,Low,2,Low
Male,21,African-American,0,0,1,F,1,0,8,High,6,Medium
Male,67,Other,0,0,0,M,0,0,1,Low,1,Low
Female,45,Other,0,0,1,F,0,0,1,Low,1,Low
Male,67,African-American,0,0,3,F,0,0,1,Low,1,Low
Male,33,African-American,0,1,6,M,1,1,3,Low,3,Low
Male,29,African-American,0,0,0,F,0,0,3,Low,8,High
Male,26,African-American,0,0,0,M,0,0,2,Low,1,Low
Male,52,Other,0,0,0,O,-1,0,1,Low,1,Low
Female,44,Other,0,0,0,M,0,0,1,Low,1,Low
Male,57,African-American,0,0,19,F,0,0,1,Low,6,Medium
Female,27,Other,0,0,0,F,0,0,3,Low,5,Medium
Male,19,Other,0,0,0,F,0,0,6,Medium,3,Low
Male,23,Other,0,0,0,F,0,0,3,Low,2,Low
Male,56,African-American,0,0,9,F,0,0,2,Low,4,Low
Male,44,Other,0,0,8,F,0,0,1,Low,5,Medium
Male,46,Other,0,0,1,F,0,0,1,Low,1,Low
Male,29,Other,0,0,1,F,0,0,3,Low,6,Medium
Female,37,Other,0,0,0,M,1,0,1,Low,1,Low
Male,34,African-American,0,2,9,M,1,1,9,High,10,High
Male,32,Other,0,0,2,F,0,0,1,Low,2,Low
Male,47,African-American,0,0,3,F,0,0,2,Low,3,Low
Male,37,African-American,0,0,0,O,-1,0,5,Medium,3,Low
Male,31,African-American,0,0,6,F,0,0,2,Low,4,Low
Male,29,African-American,0,0,3,M,0,0,2,Low,1,Low
Male,26,African-American,0,0,4,F,1,0,2,Low,3,Low
Male,39,African-American,0,0,1,F,0,0,4,Low,8,High
Male,29,African-American,0,0,4,M,1,0,6,Medium,5,Medium
Male,23,African-American,0,0,3,F,0,0,6,Medium,6,Medium
Female,21,African-American,0,0,0,M,0,0,5,Medium,4,Low
Male,30,African-American,0,0,5,F,1,0,6,Medium,4,Low
Male,21,African-American,0,0,3,F,1,0,6,Medium,7,Medium
Male,23,African-American,0,1,4,F,1,1,9,High,9,High
Male,34,African-American,0,0,5,F,1,0,1,Low,2,Low
Male,42,Other,0,0,1,F,0,0,1,Low,1,Low
Male,54,Other,0,0,1,F,1,0,1,Low,3,Low
Male,21,African-American,0,0,1,F,1,0,5,Medium,5,Medium
Male,31,African-American,0,0,0,F,0,0,3,Low,2,Low
Male,57,African-American,0,0,0,F,1,0,1,Low,1,Low
Male,49,Other,0,0,0,O,-1,0,2,Low,4,Low
Male,25,African-American,1,6,14,F,1,1,10,High,10,High
Male,43,Other,0,0,5,F,0,0,6,Medium,5,Medium
Male,54,African-American,0,0,3,F,1,0,3,Low,6,Medium
Male,28,Other,0,0,0,F,0,0,4,Low,7,Medium
Male,27,African-American,2,0,6,M,1,0,8,High,8,High
Male,30,Other,0,0,0,O,-1,0,3,Low,3,Low
Female,46,African-American,0,0,1,M,0,0,1,Low,5,Medium
Male,22,Other,0,0,0,M,1,0,4,Low,2,Low
Male,27,African-American,0,0,8,F,1,1,6,Medium,5,Medium
Male,45,African-American,1,0,16,F,0,0,2,Low,7,Medium
Female,29,Other,0,0,1,F,1,0,5,Medium,7,Medium
Male,56,African-American,0,0,1,F,0,0,2,Low,1,Low
Male,30,Other,0,0,0,M,0,0,2,Low,1,Low
Male,22,Other,0,0,1,M,0,0,7,Medium,6,Medium
Female,28,African-American,0,0,3,F,0,0,3,Low,5,Medium
Female,20,African-American,0,0,0,F,0,0,6,Medium,4,Low
Male,27,African-American,0,0,10,F,0,0,3,Low,7,Medium
Male,36,Other,0,0,0,M,0,0,1,Low,1,Low
Female,27,African-American,0,0,5,F,0,0,9,High,10,High
Female,47,Other,0,0,1,F,1,0,1,Low,1,Low
Male,59,Other,0,0,35,F,0,0,6,Medium,9,High
Male,37,Other,0,0,0,M,0,0,1,Low,4,Low
Male,49,Other,0,0,7,F,1,0,2,Low,3,Low
Male,20,African-American,0,0,1,F,1,0,8,High,10,High
Male,31,African-American,0,0,4,F,0,0,4,Low,5,Medium
Male,54,Other,0,0,7,F,0,0,1,Low,3,Low
Female,22,Other,0,0,0,M,0,0,4,Low,3,Low
Male,40,African-American,0,0,1,F,0,0,1,Low,1,Low
Male,40,Other,0,0,3,M,0,0,3,Low,4,Low
Male,54,African-American,0,0,3,M,0,0,2,Low,6,Medium
Male,19,African-American,0,0,3,F,1,0,8,High,8,High
Male,36,Other,0,0,7,M,0,0,8,High,9,High
Male,23,African-American,0,0,1,F,0,0,5,Medium,6,Medium
Male,53,Other,0,0,0,M,0,0,1,Low,1,Low
Male,32,African-American,0,0,5,F,0,0,6,Medium,10,High
Male,23,African-American,0,0,0,O,-1,0,7,Medium,3,Low
Female,28,African-American,0,0,0,O,-1,0,3,Low,3,Low
Male,63,Other,0,0,1,M,0,0,1,Low,1,Low
Male,40,Other,0,0,0,M,0,0,1,Low,1,Low
Male,42,African-American,0,0,0,O,-1,0,2,Low,5,Medium
Male,30,African-American,0,0,3,M,1,0,2,Low,2,Low
Male,21,Other,0,0,0,F,0,0,6,Medium,6,Medium
Male,35,African-American,0,0,2,M,0,0,4,Low,7,Medium
Male,22,African-American,0,0,1,M,1,0,3,Low,3,Low
Male,57,Other,0,0,0,F,0,0,1,Low,1,Low
Female,24,African-American,0,0,1,M,1,0,5,Medium,4,Low
Male,37,Other,0,0,1,M,0,0,1,Low,1,Low
Male,52,African-American,0,0,0,M,1,0,1,Low,1,Low
Male,29,African-American,0,0,0,M,1,0,2,Low,1,Low
Male,36,Other,0,0,1,M,0,0,2,Low,2,Low
Female,34,Other,0,0,2,F,0,0,2,Low,2,Low
Male,50,Other,0,0,2,F,1,1,1,Low,2,Low
Male,31,African-American,0,0,1,F,0,0,6,Medium,6,Medium
Male,49,Other,0,0,0,F,0,0,1,Low,1,Low
Male,58,Other,0,0,0,O,-1,0,2,Low,5,Medium
Male,40,Other,0,0,0,M,0,0,1,Low,1,Low
Male,37,African-American,3,0,12,M,0,0,9,High,10,High
Male,25,African-American,0,0,4,F,1,0,9,High,10,High
Female,63,Other,0,0,0,M,0,0,1,Low,1,Low
Female,26,African-American,0,0,3,F,1,0,2,Low,2,Low
Male,24,Other,0,0,3,F,1,0,6,Medium,4,Low
Male,32,Other,1,0,11,F,1,0,10,High,10,High
Male,25,African-American,0,0,4,F,1,1,8,High,9,High
Male,28,African-American,1,0,5,F,1,1,5,Medium,5,Medium
Male,36,Other,0,0,3,M,0,0,1,Low,1,Low
Male,41,Other,0,0,2,M,0,0,1,Low,1,Low
Male,45,Other,0,0,9,F,1,0,4,Low,9,High
Male,57,Other,0,0,2,F,0,0,1,Low,1,Low
Male,62,Other,0,0,0,F,0,0,1,Low,1,Low
Male,65,Other,0,0,3,F,0,0,1,Low,6,Medium
Male,26,African-American,0,0,1,M,0,0,2,Low,1,Low
Male,24,Other,0,0,1,F,1,1,4,Low,3,Low
Female,24,African-American,0,0,0,F,1,1,3,Low,4,Low
Male,24,Other,0,0,0,F,0,0,3,Low,2,Low
Male,23,Other,0,0,0,M,0,0,4,Low,6,Medium
Male,39,Other,0,0,0,O,-1,0,1,Low,1,Low
Male,39,Other,0,0,2,M,0,0,2,Low,4,Low
Male,19,Other,0,0,1,F,1,0,8,High,10,High
Female,29,Other,0,0,1,M,1,0,3,Low,5,Medium
Male,31,Other,0,0,0,O,-1,0,2,Low,1,Low
Male,21,Other,0,0,1,F,0,0,5,Medium,4,Low
Male,63,African-American,0,0,8,F,0,0,2,Low,6,Medium
Male,67,African-American,0,0,1,F,0,0,1,Low,1,Low
Male,31,African-American,0,0,23,F,1,0,10,High,10,High
Male,27,African-American,0,0,4,F,0,0,4,Low,4,Low
Female,19,Other,0,0,0,F,1,0,5,Medium,3,Low
Male,36,African-American,0,0,4,M,0,0,3,Low,2,Low
Female,28,Other,0,0,0,F,0,0,7,Medium,9,High
Female,46,African-American,0,0,0,O,-1,0,1,Low,1,Low
Male,21,Other,0,0,0,F,1,1,10,High,8,High
Male,31,African-American,0,0,0,O,-1,0,2,Low,6,Medium
Male,19,African-American,1,2,3,F,1,1,9,High,10,High
Male,39,Other,0,0,2,F,1,0,1,Low,2,Low
Male,22,African-American,0,0,2,F,1,0,6,Medium,7,Medium
Male,33,Other,0,0,1,F,0,0,2,Low,2,Low
Male,56,African-American,0,0,4,F,0,0,1,Low,1,Low
Female,21,Other,0,0,2,F,1,0,6,Medium,4,Low
Male,52,African-American,0,0,1,M,1,1,1,Low,1,Low
Male,57,African-American,0,0,2,F,0,0,1,Low,2,Low
Male,44,Other,0,0,0,M,0,0,1,Low,2,Low
Male,26,Other,0,0,3,M,1,0,2,Low,2,Low
Female,34,African-American,0,0,5,F,1,0,2,Low,9,High
Female,28,Other,0,0,1,F,0,0,3,Low,5,Medium
Male,25,African-American,0,0,0,M,0,0,9,High,9,High
Male,36,African-American,0,0,0,O,-1,0,1,Low,1,Low
Male,33,African-American,0,0,2,M,1,0,2,Low,2,Low
Male,36,Other,0,0,1,F,0,0,3,Low,6,Medium
Male,57,African-American,0,0,27,M,0,0,9,High,10,High
Male,51,Other,0,0,13,F,0,0,3,Low,3,Low
Male,20,Other,0,0,0,M,1,0,9,High,10,High
Male,63,African-American,0,0,0,M,0,0,1,Low,1,Low
Male,35,African-American,2,1,23,F,0,0,9,High,10,High
Female,37,Other,0,0,0,M,0,0,1,Low,1,Low
Male,23,Other,0,0,2,F,1,1,6,Medium,7,Medium
Male,54,African-American,0,0,1,F,0,0,1,Low,3,Low
Female,23,Other,0,0,0,M,0,0,10,High,10,High
Male,45,African-American,1,0,12,M,1,0,6,Medium,8,High
Male,34,Other,0,0,0,F,1,0,2,Low,2,Low
Male,30,African-American,0,0,0,O,-1,0,8,High,8,High
Female,24,Other,0,0,0,M,0,0,3,Low,3,Low
Male,46,Other,0,0,0,M,0,0,1,Low,1,Low
Male,28,African-American,0,0,10,F,1,0,3,Low,5,Medium
Male,61,Other,0,0,0,O,-1,0,1,Low,1,Low
Male,54,African-American,0,0,0,M,1,1,1,Low,1,Low
Male,51,Other,0,0,2,F,0,0,1,Low,1,Low
Male,24,African-American,0,5,12,M,1,1,9,High,9,High
Male,42,Other,0,0,1,F,1,0,2,Low,2,Low
Male,32,African-American,0,0,1,F,0,0,3,Low,4,Low
Male,23,African-American,0,0,0,F,0,0,4,Low,3,Low
Male,22,African-American,0,0,0,M,0,0,8,High,6,Medium
Female,27,Other,0,0,0,O,-1,0,2,Low,2,Low
Male,40,Other,0,0,0,F,0,0,1,Low,2,Low
Male,20,African-American,0,0,0,O,-1,0,7,Medium,8,High
Female,64,Other,0,0,0,F,0,0,1,Low,1,Low
Male,44,Other,0,0,0,M,1,1,1,Low,1,Low
Female,33,African-American,0,0,6,M,1,0,1,Low,1,Low
Female,39,African-American,0,0,3,M,0,0,2,Low,6,Medium
Male,24,Other,0,0,0,M,0,0,2,Low,1,Low
Male,47,Other,0,0,0,F,0,0,1,Low,1,Low
Male,34,African-American,0,0,1,F,0,0,1,Low,5,Medium
Male,29,African-American,0,0,0,F,0,0,2,Low,2,Low
Female,30,Other,0,0,0,M,0,0,2,Low,6,Medium
Male,27,African-American,0,0,0,F,0,0,3,Low,7,Medium
Male,31,African-American,0,0,1,F,0,0,6,Medium,10,High
Male,57,Other,0,0,0,F,1,1,1,Low,1,Low
Male,52,Other,0,0,0,M,0,0,1,Low,1,Low
Male,35,African-American,0,0,4,F,1,0,3,Low,8,High
Female,33,Other,0,0,5,M,1,0,4,Low,6,Medium
Female,22,African-American,0,0,3,F,0,0,9,High,10,High
Male,26,African-American,0,0,6,M,0,0,6,Medium,9,High
Female,24,African-American,0,0,11,M,1,0,8,High,9,High
Male,38,Other,0,0,11,F,1,0,2,Low,4,Low
Female,30,African-American,0,0,0,F,0,0,2,Low,2,Low
Male,26,Other,0,0,1,M,0,0,2,Low,2,Low
Male,60,African-American,0,0,15,F,1,0,1,Low,4,Low
Male,56,Other,0,0,2,F,0,0,1,Low,1,Low
Male,30,African-American,0,0,1,F,0,0,2,Low,2,Low
Male,20,Other,0,4,4,F,0,0,10,High,10,High
Male,32,African-American,0,0,6,M,1,0,4,Low,5,Medium
Male,24,African-American,0,0,11,F,1,0,4,Low,6,Medium
Male,28,Other,0,0,0,M,0,0,2,Low,3,Low
Female,25,Other,0,0,0,M,0,0,3,Low,3,Low
Female,40,Other,0,0,0,O,-1,0,1,Low,1,Low
Female,74,Other,0,0,0,M,0,0,1,Low,1,Low
Female,31,African-American,0,0,0,F,0,0,1,Low,2,Low
Male,24,African-American,0,0,1,M,0,0,4,Low,2,Low
Female,50,African-American,0,0,4,F,0,0,1,Low,3,Low
Male,26,African-American,0,0,1,F,1,0,5,Medium,5,Medium
Male,31,African-American,0,0,2,F,0,0,2,Low,2,Low
Male,46,Other,0,0,2,M,0,0,1,Low,2,Low
Male,21,African-American,0,0,0,M,1,0,9,High,10,High
Female,37,African-American,0,0,5,F,0,0,3,Low,5,Medium
Female,29,Other,0,1,10,F,1,0,2,Low,4,Low
Male,26,African-American,0,3,3,M,1,0,9,High,9,High
Male,39,African-American,0,0,5,F,0,0,4,Low,7,Medium
Male,32,African-American,0,0,4,F,1,1,7,Medium,6,Medium
Male,31,Other,0,0,0,M,0,0,1,Low,1,Low
Male,41,Other,0,0,3,F,0,0,1,Low,9,High
Male,34,Other,0,0,4,F,0,0,6,Medium,5,Medium
Male,21,Other,0,0,0,M,1,1,5,Medium,4,Low
Male,24,African-American,0,0,3,F,1,0,4,Low,4,Low
Male,22,African-American,0,0,1,F,1,0,5,Medium,7,Medium
Female,52,Other,0,0,3,M,0,0,1,Low,1,Low
Male,29,African-American,0,0,0,O,-1,0,3,Low,2,Low
Male,24,Other,0,0,0,F,0,0,5,Medium,4,Low
Male,21,Other,1,0,1,F,1,0,6,Medium,3,Low
Male,67,African-American,0,0,3,F,0,0,1,Low,2,Low
Male,32,African-American,0,0,4,F,1,0,2,Low,4,Low
Male,21,African-American,0,0,0,M,0,0,5,Medium,2,Low
Female,22,Other,0,0,0,M,0,0,7,Medium,9,High
Male,29,Other,0,0,0,M,0,0,2,Low,1,Low
Male,56,Other,0,0,2,F,0,0,1,Low,1,Low
Female,22,African-American,0,0,0,F,0,0,5,Medium,10,High
Male,47,Other,0,0,5,M,0,0,3,Low,2,Low
Male,22,African-American,0,0,0,F,0,0,7,Medium,9,High
Male,57,Other,0,0,1,F,0,0,1,Low,1,Low
Female,20,African-American,0,0,0,F,0,0,6,Medium,6,Medium
Male,26,Other,0,0,2,M,0,0,2,Low,1,Low
Male,51,Other,0,0,0,M,0,0,1,Low,1,Low
Male,29,African-American,0,1,5,F,0,0,7,Medium,9,High
Male,34,African-American,0,0,5,M,0,0,7,Medium,7,Medium
Male,25,African-American,0,0,3,F,0,0,8,High,8,High
Male,60,Other,0,0,1,M,0,0,1,Low,1,Low
Male,21,African-American,0,0,1,F,1,0,10,High,10,High
Male,63,African-American,0,0,11,F,0,0,3,Low,9,High
Male,24,Other,0,0,0,F,0,0,4,Low,2,Low
Male,21,African-American,0,0,0,F,0,0,6,Medium,3,Low
Female,27,African-American,0,0,0,M,0,0,3,Low,3,Low
Male,39,Other,0,0,0,M,0,0,2,Low,5,Medium
Male,25,African-American,0,0,1,M,0,0,5,Medium,6,Medium
Male,22,Other,0,0,0,F,1,1,6,Medium,7,Medium
Male,51,Other,0,0,0,F,0,0,1,Low,1,Low
Male,22,Other,0,0,1,M,0,0,9,High,9,High
Male,61,African-American,0,0,2,M,0,0,10,High,8,High
Male,33,Other,0,0,0,F,0,0,2,Low,1,Low
Male,26,African-American,0,0,7,F,0,0,6,Medium,6,Medium
Male,56,African-American,0,0,14,F,0,0,1,Low,7,Medium
Male,38,Other,0,0,1,F,0,0,1,Low,1,Low
Male,41,Other,1,1,28,F,0,0,6,Medium,7,Medium
Male,39,African-American,0,0,3,F,0,0,3,Low,2,Low
Male,45,Other,0,0,2,M,0,0,1,Low,1,Low
Male,41,African-American,0,0,0,F,0,0,1,Low,1,Low
Male,45,African-American,0,0,16,F,0,0,2,Low,9,High
Male,36,African-American,0,0,0,F,0,0,1,Low,1,Low
Male,45,African-American,0,0,1,M,0,0,3,Low,1,Low
Male,37,Other,0,0,3,F,0,0,5,Medium,8,High
Female,47,Other,0,0,0,F,0,0,1,Low,1,Low
Male,29,African-American,0,0,9,F,1,0,4,Low,7,Medium
Male,20,African-American,0,0,0,M,0,0,9,High,7,Medium
Male,27,African-American,0,0,1,F,1,0,8,High,7,Medium
Male,23,Other,0,0,0,O,-1,0,5,Medium,3,Low
Female,37,African-American,0,0,0,M,0,0,3,Low,4,Low
Male,56,Other,0,0,8,M,0,0,3,Low,4,Low
Male,42,Other,0,0,1,F,0,0,1,Low,1,Low
Male,44,Other,0,0,3,M,0,0,1,Low,3,Low
Male,52,Other,0,0,6,F,1,0,3,Low,5,Medium
Female,55,Other,0,0,0,O,-1,0,1,Low,1,Low
Male,29,African-American,0,0,2,F,0,0,6,Medium,9,High
Male,28,African-American,0,0,8,F,1,0,7,Medium,8,High
Male,45,Other,0,0,2,M,0,0,1,Low,2,Low
Female,45,Other,0,0,0,M,0,0,1,Low,1,Low
Female,30,Other,0,0,0,M,0,0,2,Low,2,Low
Male,37,Other,0,0,0,F,0,0,1,Low,1,Low
Male,21,Other,0,0,0,M,0,0,6,Medium,3,Low
Male,54,African-American,0,0,12,F,0,0,3,Low,5,Medium
Male,45,Other,0,0,2,F,0,0,1,Low,2,Low
Male,32,African-American,0,0,1,F,0,0,1,Low,1,Low
Male,56,African-American,0,0,1,M,0,0,2,Low,1,Low
Male,34,African-American,0,0,2,F,0,0,5,Medium,8,High
Male,25,African-American,0,1,7,F,1,1,10,High,10,High
Female,40,Other,0,0,0,F,0,0,1,Low,2,Low
Male,73,Other,0,0,6,F,0,0,1,Low,1,Low
Male,30,African-American,0,1,7,M,0,0,9,High,10,High
Male,54,Other,0,0,0,F,0,0,1,Low,1,Low
Male,22,African-American,0,1,1,F,1,0,9,High,9,High
Female,51,Other,0,0,0,M,0,0,1,Low,2,Low
Male,21,African-American,1,0,1,F,0,0,7,Medium,5,Medium
Male,28,Other,0,0,0,O,-1,0,3,Low,7,Medium
Female,22,African-American,0,0,1,F,0,0,5,Medium,5,Medium
Male,22,African-American,0,0,2,M,1,1,6,Medium,6,Medium
Male,20,Other,0,0,0,F,0,0,5,Medium,3,Low
Female,28,African-American,0,0,0,M,0,0,3,Low,3,Low
Male,68,African-American,0,0,1,F,0,0,1,Low,2,Low
